id,date,gender,age,steps,calories,distance
621e2f3967b776a240c654db,2021-07-01,MALE,>=30,5842.0,1983.9,3975.5
621e2f3967b776a240c654db,2021-07-02,MALE,>=30,6233.0,2189.48,4263.5
621e2f3967b776a240c654db,2021-07-03,MALE,>=30,583.0,1704.25,397.3
621e2f3967b776a240c654db,2021-07-04,MALE,>=30,827.0,1700.42,564.1
621e2f3967b776a240c654db,2021-07-05,MALE,>=30,11808.0,2553.79,8033.9
621e2f3967b776a240c654db,2021-07-06,MALE,>=30,5475.0,2024.66,3745.6
621e2f3967b776a240c654db,2021-07-07,MALE,>=30,2310.0,1863.5,1578.6
621e2f3967b776a240c654db,2021-07-08,MALE,>=30,5354.0,1976.35,3663.4
621e2f3967b776a240c654db,2021-07-09,MALE,>=30,6125.0,1988.86,4189.8
621e2f3967b776a240c654db,2021-07-10,MALE,>=30,6205.0,2324.26,4236.1
621e2f3967b776a240c654db,2021-07-11,MALE,>=30,821.0,1791.54,560.4
621e2f3967b776a240c654db,2021-07-12,MALE,>=30,13026.0,3057.89,8903.9
621e2f3967b776a240c654db,2021-07-13,MALE,>=30,6217.0,2216.23,4253.1
621e2f3967b776a240c654db,2021-07-14,MALE,>=30,4896.0,2035.23,3349.4
621e2f3967b776a240c654db,2021-07-15,MALE,>=30,4555.0,1929.93,3116.2
621e2f3967b776a240c654db,2021-07-16,MALE,>=30,14642.0,3182.3,10104.2
621e2f3967b776a240c654db,2021-07-17,MALE,>=30,14642.0,1526.4,10104.2
621e2f3967b776a240c654db,2021-07-18,MALE,>=30,1563.0,1816.25,1064.3
621e2f3967b776a240c654db,2021-07-19,MALE,>=30,4560.0,2040.89,3119.7
621e2f3967b776a240c654db,2021-07-20,MALE,>=30,6482.0,2177.58,4434.2
621e2f3967b776a240c654db,2021-07-21,MALE,>=30,4200.0,2071.79,2873.4
621e2f3967b776a240c654db,2021-07-22,MALE,>=30,4759.0,2055.21,3255.5
621e2f3967b776a240c654db,2021-07-23,MALE,>=30,4007.0,2006.92,2741.8
621e2f3967b776a240c654db,2021-07-24,MALE,>=30,9575.0,2408.83,6551.0
621e2f3967b776a240c654db,2021-07-25,MALE,>=30,77.0,1598.94,52.5
621e2f3967b776a240c654db,2021-07-26,MALE,>=30,5213.0,1955.22,3566.6
621e2f6167b776a240e082a9,2021-05-24,FEMALE,>=30,6441.0,2224.16,4175.9
621e2f6167b776a240e082a9,2021-05-25,FEMALE,>=30,10032.0,2354.14,6922.0
621e2f6167b776a240e082a9,2021-05-26,FEMALE,>=30,11525.0,2370.7200000000003,7905.9
621e2f6167b776a240e082a9,2021-05-27,FEMALE,>=30,11279.0,2323.68,7804.5
621e2f6167b776a240e082a9,2021-05-28,FEMALE,>=30,10343.0,2704.53,6908.8
621e2f6167b776a240e082a9,2021-05-29,FEMALE,>=30,19946.0,2799.89,13822.7
621e2f6167b776a240e082a9,2021-05-30,FEMALE,>=30,12987.0,2486.84,8960.5
621e2f6167b776a240e082a9,2021-05-31,FEMALE,>=30,17789.0,2598.83,12297.9
621e2f6167b776a240e082a9,2021-06-01,FEMALE,>=30,7593.0,2089.24,5256.9
621e2f6167b776a240e082a9,2021-06-02,FEMALE,>=30,14622.0,2579.84,9839.5
621e2f6167b776a240e082a9,2021-06-03,FEMALE,>=30,8829.0,2264.62,6111.6
621e2f6167b776a240e082a9,2021-06-04,FEMALE,>=30,844.0,1559.76,583.3
621e2f6167b776a240e082a9,2021-06-05,FEMALE,>=30,6986.0,2274.85,4840.4
621e2f6167b776a240e082a9,2021-06-06,FEMALE,>=30,9304.0,2339.35,6436.1
621e2f6167b776a240e082a9,2021-06-07,FEMALE,>=30,10239.0,2359.52,6902.0
621e2f6167b776a240e082a9,2021-06-08,FEMALE,>=30,8303.0,2221.14,5744.4
621e2f6167b776a240e082a9,2021-06-09,FEMALE,>=30,4222.0,1922.53,2708.8
621e2f6167b776a240e082a9,2021-06-10,FEMALE,>=30,5302.0,1880.88,3670.8
621e2f6167b776a240e082a9,2021-06-11,FEMALE,>=30,7515.0,2224.89,5024.8
621e2f6167b776a240e082a9,2021-06-12,FEMALE,>=30,8197.0,2412.86,5662.6
