mechanism,eps,n_users,accuracy
laplace,8.0,13,0.2670192307692308
laplace,8.0,14,0.25051339285714286
laplace,8.0,15,0.23439583333333333
laplace,8.0,16,0.22505859375
laplace,8.0,17,0.21043198529411763
laplace,8.0,18,0.20479166666666668
laplace,8.0,19,0.19652138157894736
laplace,8.0,20,0.1890234375
laplace,8.0,21,0.18264136904761905
laplace,8.0,22,0.17377130681818181
laplace,8.0,23,0.16987771739130436
laplace,8.0,24,0.16108723958333335
laplace,8.0,25,0.1580375
laplace,8.0,26,0.15290264423076924
laplace,8.0,27,0.14738425925925927
laplace,8.0,28,0.14305803571428571
laplace,8.0,29,0.1397198275862069
laplace,8.0,30,0.13433333333333333
laplace,8.0,31,0.13171875
laplace,8.0,32,0.1289697265625
laplace,8.0,33,0.12475852272727272
laplace,8.0,34,0.12075827205882353
laplace,8.0,35,0.11735714285714285
laplace,8.0,36,0.11598524305555556
laplace,8.0,37,0.11178631756756757
laplace,8.0,38,0.11201891447368421
laplace,8.0,39,0.1074198717948718
laplace,8.0,40,0.10527734375
laplace,8.0,41,0.10336890243902438
laplace,8.0,42,0.10158482142857143
laplace,8.0,43,0.09962209302325581
laplace,8.0,44,0.09694247159090909
laplace,8.0,45,0.09462847222222222
laplace,8.0,46,0.09324388586956522
laplace,8.0,47,0.09139960106382979
laplace,8.0,48,0.088876953125
laplace,8.0,49,0.08839285714285715
laplace,8.0,50,0.0858875
laplace,8.0,51,0.08423713235294118
laplace,8.0,52,0.08377103365384615
laplace,8.0,53,0.08104952830188679
laplace,8.0,54,0.08097222222222222
laplace,8.0,55,0.07851136363636364
laplace,8.0,56,0.07815011160714286
laplace,8.0,57,0.07641173245614036
laplace,8.0,58,0.07512122844827586
laplace,8.0,59,0.07457097457627118
laplace,8.0,60,0.0727265625
laplace,8.0,61,0.07144723360655737
laplace,8.0,62,0.07128780241935484
laplace,8.0,63,0.0690500992063492
laplace,8.0,64,0.0693212890625
laplace,8.0,65,0.06706730769230769
laplace,8.0,66,0.06712357954545455
laplace,8.0,67,0.06605410447761194
laplace,8.0,68,0.06537683823529412
laplace,8.0,69,0.06459239130434782
laplace,8.0,70,0.06397767857142857
laplace,8.0,71,0.06246038732394366
laplace,16.0,1,1.0
laplace,16.0,2,0.881484375
laplace,16.0,3,0.7655208333333333
laplace,16.0,4,0.7016796875
laplace,16.0,5,0.64578125
laplace,16.0,6,0.5904166666666667
laplace,16.0,7,0.5551785714285714
laplace,16.0,8,0.5241015625
laplace,16.0,9,0.49102430555555554
laplace,16.0,10,0.46278125
laplace,16.0,11,0.4394886363636364
laplace,16.0,12,0.4175390625
laplace,16.0,13,0.40016826923076926
laplace,16.0,14,0.378046875
laplace,16.0,15,0.36105208333333333
laplace,16.0,16,0.342998046875
laplace,16.0,17,0.33307904411764705
laplace,16.0,18,0.32133680555555555
laplace,16.0,19,0.3113733552631579
laplace,16.0,20,0.2979140625
laplace,16.0,21,0.2882142857142857
laplace,16.0,22,0.27795454545454545
laplace,16.0,23,0.26870923913043476
laplace,16.0,24,0.26237630208333335
laplace,16.0,25,0.25539375
laplace,16.0,26,0.24897836538461537
laplace,16.0,27,0.23938078703703702
laplace,16.0,28,0.23677455357142857
laplace,16.0,29,0.2314439655172414
laplace,16.0,30,0.224015625
laplace,16.0,31,0.21610887096774192
laplace,16.0,32,0.211640625
laplace,16.0,33,0.2064157196969697
laplace,16.0,34,0.20207720588235295
laplace,16.0,35,0.19652232142857143
laplace,16.0,36,0.19182291666666668
laplace,16.0,37,0.1897972972972973
laplace,16.0,38,0.18499588815789475
laplace,16.0,39,0.18216346153846155
laplace,16.0,40,0.177046875
laplace,16.0,41,0.17486661585365854
laplace,16.0,42,0.17048363095238095
laplace,16.0,43,0.16690770348837208
laplace,16.0,44,0.16421875
laplace,16.0,45,0.160375
laplace,16.0,46,0.15776834239130436
laplace,16.0,47,0.15435505319148937
laplace,16.0,48,0.151982421875
laplace,16.0,49,0.1499330357142857
laplace,16.0,50,0.147128125
laplace,16.0,51,0.14557291666666666
laplace,16.0,52,0.14232872596153845
laplace,16.0,53,0.13982606132075473
laplace,16.0,54,0.13815972222222223
laplace,16.0,55,0.1362528409090909
laplace,16.0,56,0.13352957589285713
laplace,16.0,57,0.13129660087719297
laplace,16.0,58,0.12963631465517242
laplace,16.0,59,0.12779396186440678
laplace,16.0,60,0.126703125
laplace,16.0,61,0.12403688524590165
laplace,16.0,62,0.12250756048387097
laplace,16.0,63,0.12058779761904762
laplace,16.0,64,0.119375
laplace,16.0,65,0.11690865384615384
laplace,16.0,66,0.11711174242424242
laplace,16.0,67,0.11459421641791044
laplace,16.0,68,0.11313878676470589
laplace,16.0,69,0.11125452898550725
laplace,16.0,70,0.10955803571428571
laplace,16.0,71,0.10830105633802817
laplace,32.0,1,1.0
laplace,32.0,2,0.924765625
laplace,32.0,3,0.8758854166666666
laplace,32.0,4,0.8207421875
laplace,32.0,5,0.77715625
laplace,32.0,6,0.7444270833333333
laplace,32.0,7,0.6982589285714286
laplace,32.0,8,0.66306640625
laplace,32.0,9,0.6402256944444444
laplace,32.0,10,0.61353125
laplace,32.0,11,0.5934232954545454
laplace,32.0,12,0.5698828125
laplace,32.0,13,0.5477884615384615
laplace,32.0,14,0.5272991071428571
laplace,32.0,15,0.5125104166666666
laplace,32.0,16,0.4941796875
laplace,32.0,17,0.48222426470588237
laplace,32.0,18,0.46705729166666665
laplace,32.0,19,0.4509703947368421
laplace,32.0,20,0.44125
laplace,32.0,21,0.427328869047619
laplace,32.0,22,0.41360085227272725
laplace,32.0,23,0.4031317934782609
laplace,32.0,24,0.3923046875
laplace,32.0,25,0.38513125
laplace,32.0,26,0.37679086538461537
laplace,32.0,27,0.36549768518518516
laplace,32.0,28,0.3606529017857143
laplace,32.0,29,0.3492564655172414
laplace,32.0,30,0.3443072916666667
laplace,32.0,31,0.33692540322580644
laplace,32.0,32,0.3285693359375
laplace,32.0,33,0.32427083333333334
laplace,32.0,34,0.315
laplace,32.0,35,0.3093080357142857
laplace,32.0,36,0.30526909722222223
laplace,32.0,37,0.29733530405405406
laplace,32.0,38,0.29233552631578946
laplace,32.0,39,0.2863581730769231
laplace,32.0,40,0.28185546875
laplace,32.0,41,0.2755564024390244
laplace,32.0,42,0.273578869047619
laplace,32.0,43,0.2678670058139535
laplace,32.0,44,0.2633984375
laplace,32.0,45,0.2585590277777778
laplace,32.0,46,0.2553328804347826
laplace,32.0,47,0.2516456117021277
laplace,32.0,48,0.24817057291666667
laplace,32.0,49,0.24363520408163264
laplace,32.0,50,0.240225
laplace,32.0,51,0.2360845588235294
laplace,32.0,52,0.23243689903846154
laplace,32.0,53,0.2299764150943396
laplace,32.0,54,0.2260763888888889
laplace,32.0,55,0.2237784090909091
laplace,32.0,56,0.2186635044642857
laplace,32.0,57,0.2166748903508772
laplace,32.0,58,0.21418911637931035
laplace,32.0,59,0.20994438559322035
laplace,32.0,60,0.207296875
laplace,32.0,61,0.20501024590163935
laplace,32.0,62,0.20333417338709678
laplace,32.0,63,0.20063244047619047
laplace,32.0,64,0.19820068359375
laplace,32.0,65,0.19502403846153846
laplace,32.0,66,0.19376183712121212
laplace,32.0,67,0.19082789179104478
laplace,32.0,68,0.18763786764705884
laplace,32.0,69,0.18694067028985506
laplace,32.0,70,0.18497098214285715
laplace,32.0,71,0.18285651408450704
laplace,64.0,1,1.0
laplace,64.0,2,0.965078125
laplace,64.0,3,0.93453125
laplace,64.0,4,0.892890625
laplace,64.0,5,0.87065625
laplace,64.0,6,0.838671875
laplace,64.0,7,0.8118973214285714
laplace,64.0,8,0.7865234375
laplace,64.0,9,0.7650520833333333
laplace,64.0,10,0.751625
laplace,64.0,11,0.7256107954545454
laplace,64.0,12,0.7163541666666666
laplace,64.0,13,0.6880408653846154
laplace,64.0,14,0.6783705357142857
laplace,64.0,15,0.65921875
laplace,64.0,16,0.644892578125
laplace,64.0,17,0.63046875
laplace,64.0,18,0.6159114583333334
laplace,64.0,19,0.601266447368421
laplace,64.0,20,0.5863515625
laplace,64.0,21,0.576703869047619
laplace,64.0,22,0.5682670454545454
laplace,64.0,23,0.5559171195652174
laplace,64.0,24,0.5425846354166667
laplace,64.0,25,0.53261875
laplace,64.0,26,0.5234795673076923
laplace,64.0,27,0.5119849537037037
laplace,64.0,28,0.5059375
laplace,64.0,29,0.49483836206896553
laplace,64.0,30,0.49042708333333335
laplace,64.0,31,0.4790776209677419
laplace,64.0,32,0.4732421875
laplace,64.0,33,0.46543087121212123
laplace,64.0,34,0.4559375
laplace,64.0,35,0.4508214285714286
laplace,64.0,36,0.4435850694444444
laplace,64.0,37,0.4375506756756757
laplace,64.0,38,0.43110197368421055
laplace,64.0,39,0.4244951923076923
laplace,64.0,40,0.41936328125
laplace,64.0,41,0.41369283536585366
laplace,64.0,42,0.4082886904761905
laplace,64.0,43,0.4007703488372093
laplace,64.0,44,0.3962038352272727
laplace,64.0,45,0.39017708333333334
laplace,64.0,46,0.385679347826087
laplace,64.0,47,0.3794182180851064
laplace,64.0,48,0.37543294270833333
laplace,64.0,49,0.3699170918367347
laplace,64.0,50,0.36595625
laplace,64.0,51,0.36230085784313726
laplace,64.0,52,0.357734375
laplace,64.0,53,0.3518248820754717
laplace,64.0,54,0.349375
laplace,64.0,55,0.34430397727272727
laplace,64.0,56,0.34165457589285714
laplace,64.0,57,0.33579221491228073
laplace,64.0,58,0.3334375
laplace,64.0,59,0.3297907838983051
laplace,64.0,60,0.3248567708333333
laplace,64.0,61,0.32247950819672133
laplace,64.0,62,0.3187247983870968
laplace,64.0,63,0.3141145833333333
laplace,64.0,64,0.31207763671875
laplace,64.0,65,0.3077283653846154
laplace,64.0,66,0.30625236742424244
laplace,64.0,67,0.30226212686567167
laplace,64.0,68,0.2985317095588235
laplace,64.0,69,0.2969791666666667
laplace,64.0,70,0.29319866071428574
laplace,64.0,71,0.29024207746478875
laplace,inf,1,1.0
laplace,inf,2,0.997578125
laplace,inf,3,0.9981770833333333
laplace,inf,4,0.9959765625
laplace,inf,5,0.99490625
laplace,inf,6,0.9945052083333333
laplace,inf,7,0.9915178571428571
laplace,inf,8,0.9925
laplace,inf,9,0.9887326388888888
laplace,inf,10,0.986828125
laplace,inf,11,0.9869602272727273
laplace,inf,12,0.9846875
laplace,inf,13,0.983798076923077
laplace,inf,14,0.98015625
laplace,inf,15,0.9780416666666667
laplace,inf,16,0.9793359375
laplace,inf,17,0.9780055147058824
laplace,inf,18,0.97421875
laplace,inf,19,0.9781825657894737
laplace,inf,20,0.97621875
laplace,inf,21,0.9736011904761904
laplace,inf,22,0.9742826704545454
laplace,inf,23,0.9703328804347826
laplace,inf,24,0.9750390625
laplace,inf,25,0.96800625
laplace,inf,26,0.9690204326923076
laplace,inf,27,0.9687905092592592
laplace,inf,28,0.9642243303571428
laplace,inf,29,0.9667941810344828
laplace,inf,30,0.961484375
laplace,inf,31,0.9653780241935483
laplace,inf,32,0.96287109375
laplace,inf,33,0.9617471590909091
laplace,inf,34,0.9629319852941176
laplace,inf,35,0.9582008928571428
laplace,inf,36,0.9578255208333334
laplace,inf,37,0.9606123310810811
laplace,inf,38,0.9575452302631579
laplace,inf,39,0.9553525641025641
laplace,inf,40,0.954546875
laplace,inf,41,0.9559870426829268
laplace,inf,42,0.953046875
laplace,inf,43,0.9525109011627907
laplace,inf,44,0.955546875
laplace,inf,45,0.9500972222222223
laplace,inf,46,0.9513349184782609
laplace,inf,47,0.9527227393617022
laplace,inf,48,0.9484244791666666
laplace,inf,49,0.9493335459183674
laplace,inf,50,0.948946875
laplace,inf,51,0.946139705882353
laplace,inf,52,0.9491075721153847
laplace,inf,53,0.9473466981132076
laplace,inf,54,0.9449652777777777
laplace,inf,55,0.9433977272727273
laplace,inf,56,0.9442801339285715
laplace,inf,57,0.9430674342105263
laplace,inf,58,0.9436503232758621
laplace,inf,59,0.9429157838983051
laplace,inf,60,0.9420703125
laplace,inf,61,0.9409656762295082
laplace,inf,62,0.9404284274193548
laplace,inf,63,0.9393328373015873
laplace,inf,64,0.938662109375
laplace,inf,65,0.9384855769230769
laplace,inf,66,0.9382054924242424
laplace,inf,67,0.9374603544776119
laplace,inf,68,0.9375091911764706
laplace,inf,69,0.9365375905797102
laplace,inf,70,0.9356741071428571
laplace,inf,71,0.9357394366197183
piecewise_sub,1.0,1,1.0
piecewise_sub,1.0,2,0.541015625
piecewise_sub,1.0,3,0.37296875
piecewise_sub,1.0,4,0.2849609375
piecewise_sub,1.0,5,0.23096875
piecewise_sub,1.0,6,0.19333333333333333
piecewise_sub,1.0,7,0.16725446428571428
piecewise_sub,1.0,8,0.145546875
piecewise_sub,1.0,9,0.13171875
piecewise_sub,1.0,10,0.11815625
piecewise_sub,1.0,11,0.109375
piecewise_sub,1.0,12,0.09716145833333334
piecewise_sub,1.0,13,0.09096153846153845
piecewise_sub,1.0,14,0.08348214285714285
piecewise_sub,1.0,15,0.07877083333333333
piecewise_sub,1.0,16,0.0751171875
piecewise_sub,1.0,17,0.07061580882352941
piecewise_sub,1.0,18,0.06566840277777777
piecewise_sub,1.0,19,0.06356907894736842
piecewise_sub,1.0,20,0.0597734375
piecewise_sub,1.0,21,0.05682291666666667
piecewise_sub,1.0,22,0.054552556818181816
piecewise_sub,1.0,23,0.051480978260869566
piecewise_sub,1.0,24,0.0500390625
piecewise_sub,1.0,25,0.04694375
piecewise_sub,1.0,26,0.04537259615384615
piecewise_sub,1.0,27,0.044230324074074075
piecewise_sub,1.0,28,0.04211495535714286
piecewise_sub,1.0,29,0.04226831896551724
piecewise_sub,1.0,30,0.039677083333333335
piecewise_sub,1.0,31,0.03856350806451613
piecewise_sub,1.0,32,0.03783203125
piecewise_sub,1.0,33,0.036761363636363634
piecewise_sub,1.0,34,0.035174632352941174
piecewise_sub,1.0,35,0.03420089285714286
piecewise_sub,1.0,36,0.03314236111111111
piecewise_sub,1.0,37,0.03328547297297297
piecewise_sub,1.0,38,0.03194901315789474
piecewise_sub,1.0,39,0.03096153846153846
piecewise_sub,1.0,40,0.0297890625
piecewise_sub,1.0,41,0.02936356707317073
piecewise_sub,1.0,42,0.028530505952380953
piecewise_sub,1.0,43,0.02776889534883721
piecewise_sub,1.0,44,0.027446732954545455
piecewise_sub,1.0,45,0.026916666666666665
piecewise_sub,1.0,46,0.02614470108695652
piecewise_sub,1.0,47,0.02566156914893617
piecewise_sub,1.0,48,0.025244140625
piecewise_sub,1.0,49,0.024700255102040818
piecewise_sub,1.0,50,0.024271875
piecewise_sub,1.0,51,0.02381433823529412
piecewise_sub,1.0,52,0.02337139423076923
piecewise_sub,1.0,53,0.022694575471698113
piecewise_sub,1.0,54,0.02206886574074074
piecewise_sub,1.0,55,0.022105113636363638
piecewise_sub,1.0,56,0.021576450892857143
piecewise_sub,1.0,57,0.02115405701754386
piecewise_sub,1.0,58,0.020886314655172412
piecewise_sub,1.0,59,0.020116525423728812
piecewise_sub,1.0,60,0.0200703125
piecewise_sub,1.0,61,0.019748975409836066
piecewise_sub,1.0,62,0.019732862903225807
piecewise_sub,1.0,63,0.018876488095238095
piecewise_sub,1.0,64,0.0189111328125
piecewise_sub,1.0,65,0.018798076923076924
piecewise_sub,1.0,66,0.018444602272727272
piecewise_sub,1.0,67,0.017959421641791044
piecewise_sub,1.0,68,0.01778262867647059
piecewise_sub,1.0,69,0.017441123188405797
piecewise_sub,1.0,70,0.017220982142857142
piecewise_sub,1.0,71,0.017026848591549296
piecewise_sub,2.0,1,1.0
piecewise_sub,2.0,2,0.631796875
piecewise_sub,2.0,3,0.47739583333333335
piecewise_sub,2.0,4,0.3790625
piecewise_sub,2.0,5,0.30671875
piecewise_sub,2.0,6,0.2694270833333333
piecewise_sub,2.0,7,0.23084821428571428
piecewise_sub,2.0,8,0.2045703125
piecewise_sub,2.0,9,0.18493055555555554
piecewise_sub,2.0,10,0.168234375
piecewise_sub,2.0,11,0.15232954545454547
piecewise_sub,2.0,12,0.139921875
piecewise_sub,2.0,13,0.13171875
piecewise_sub,2.0,14,0.12008928571428572
piecewise_sub,2.0,15,0.11105208333333333
piecewise_sub,2.0,16,0.106259765625
piecewise_sub,2.0,17,0.09868566176470588
piecewise_sub,2.0,18,0.09234375
piecewise_sub,2.0,19,0.08842927631578948
piecewise_sub,2.0,20,0.084375
piecewise_sub,2.0,21,0.08044642857142857
piecewise_sub,2.0,22,0.0782528409090909
piecewise_sub,2.0,23,0.07276494565217391
piecewise_sub,2.0,24,0.07161458333333333
piecewise_sub,2.0,25,0.06828125
piecewise_sub,2.0,26,0.06546274038461539
piecewise_sub,2.0,27,0.062135416666666665
piecewise_sub,2.0,28,0.059670758928571425
piecewise_sub,2.0,29,0.05851293103448276
piecewise_sub,2.0,30,0.05615625
piecewise_sub,2.0,31,0.05464717741935484
piecewise_sub,2.0,32,0.0536376953125
piecewise_sub,2.0,33,0.05185606060606061
piecewise_sub,2.0,34,0.04989889705882353
piecewise_sub,2.0,35,0.04820982142857143
piecewise_sub,2.0,36,0.04648871527777778
piecewise_sub,2.0,37,0.04688766891891892
piecewise_sub,2.0,38,0.04484786184210526
piecewise_sub,2.0,39,0.04408253205128205
piecewise_sub,2.0,40,0.04272265625
piecewise_sub,2.0,41,0.04175685975609756
piecewise_sub,2.0,42,0.039873511904761905
piecewise_sub,2.0,43,0.0398328488372093
piecewise_sub,2.0,44,0.039591619318181816
piecewise_sub,2.0,45,0.03870833333333333
piecewise_sub,2.0,46,0.037129755434782606
piecewise_sub,2.0,47,0.03585438829787234
piecewise_sub,2.0,48,0.03533203125
piecewise_sub,2.0,49,0.035322066326530614
piecewise_sub,2.0,50,0.033878125
piecewise_sub,2.0,51,0.033691789215686274
piecewise_sub,2.0,52,0.03294170673076923
piecewise_sub,2.0,53,0.03201061320754717
piecewise_sub,2.0,54,0.031574074074074074
piecewise_sub,2.0,55,0.031139204545454546
piecewise_sub,2.0,56,0.03029296875
piecewise_sub,2.0,57,0.030290570175438597
piecewise_sub,2.0,58,0.029261853448275862
piecewise_sub,2.0,59,0.028861228813559323
piecewise_sub,2.0,60,0.028302083333333332
piecewise_sub,2.0,61,0.02785092213114754
piecewise_sub,2.0,62,0.027797379032258065
piecewise_sub,2.0,63,0.027209821428571427
piecewise_sub,2.0,64,0.02689453125
piecewise_sub,2.0,65,0.026360576923076924
piecewise_sub,2.0,66,0.025812026515151514
piecewise_sub,2.0,67,0.025242537313432834
piecewise_sub,2.0,68,0.02534466911764706
piecewise_sub,2.0,69,0.024812047101449276
piecewise_sub,2.0,70,0.02431919642857143
piecewise_sub,2.0,71,0.02374119718309859
piecewise_sub,4.0,1,1.0
piecewise_sub,4.0,2,0.810703125
piecewise_sub,4.0,3,0.71140625
piecewise_sub,4.0,4,0.615390625
piecewise_sub,4.0,5,0.54540625
piecewise_sub,4.0,6,0.4928385416666667
piecewise_sub,4.0,7,0.4408705357142857
piecewise_sub,4.0,8,0.40283203125
piecewise_sub,4.0,9,0.3658854166666667
piecewise_sub,4.0,10,0.335
piecewise_sub,4.0,11,0.30845170454545456
piecewise_sub,4.0,12,0.2909244791666667
piecewise_sub,4.0,13,0.26905048076923077
piecewise_sub,4.0,14,0.252578125
piecewise_sub,4.0,15,0.24521875
piecewise_sub,4.0,16,0.229814453125
piecewise_sub,4.0,17,0.2194485294117647
piecewise_sub,4.0,18,0.20725694444444445
piecewise_sub,4.0,19,0.19951480263157895
piecewise_sub,4.0,20,0.1896171875
piecewise_sub,4.0,21,0.17704613095238095
piecewise_sub,4.0,22,0.16970170454545455
