mechanism,eps,n_users,accuracy
piecewise_sub,4.0,21,0.18200148809523808
piecewise_sub,4.0,22,0.1733806818181818
piecewise_sub,4.0,23,0.1653804347826087
piecewise_sub,4.0,24,0.16173177083333334
piecewise_sub,4.0,25,0.15421875
piecewise_sub,4.0,26,0.14952524038461537
piecewise_sub,4.0,27,0.1445138888888889
piecewise_sub,4.0,28,0.13959821428571428
piecewise_sub,4.0,29,0.1343426724137931
piecewise_sub,4.0,30,0.12997916666666667
piecewise_sub,4.0,31,0.1270967741935484
piecewise_sub,4.0,32,0.122890625
piecewise_sub,4.0,33,0.11827651515151515
piecewise_sub,4.0,34,0.11536764705882353
piecewise_sub,4.0,35,0.11265625
piecewise_sub,4.0,36,0.10922743055555556
piecewise_sub,4.0,37,0.10865709459459459
piecewise_sub,4.0,38,0.1048766447368421
piecewise_sub,4.0,39,0.1015625
piecewise_sub,4.0,40,0.09804296875
piecewise_sub,4.0,41,0.09582317073170732
piecewise_sub,4.0,42,0.09390625
piecewise_sub,4.0,43,0.09227107558139534
piecewise_sub,4.0,44,0.09015980113636364
piecewise_sub,4.0,45,0.08830902777777777
piecewise_sub,4.0,46,0.08550951086956522
piecewise_sub,4.0,47,0.0843783244680851
piecewise_sub,4.0,48,0.08186848958333333
piecewise_sub,4.0,49,0.08012117346938775
piecewise_sub,4.0,50,0.0788875
piecewise_sub,4.0,51,0.07806678921568627
piecewise_sub,4.0,52,0.07569110576923077
piecewise_sub,4.0,53,0.0743307783018868
piecewise_sub,4.0,54,0.07355902777777777
piecewise_sub,4.0,55,0.07165056818181818
piecewise_sub,4.0,56,0.07059430803571429
piecewise_sub,4.0,57,0.06925438596491228
piecewise_sub,4.0,58,0.06804418103448276
piecewise_sub,4.0,59,0.06650423728813559
piecewise_sub,4.0,60,0.06548958333333334
piecewise_sub,4.0,61,0.06433401639344262
piecewise_sub,4.0,62,0.06335685483870968
piecewise_sub,4.0,63,0.06280753968253969
piecewise_sub,4.0,64,0.06162353515625
piecewise_sub,4.0,65,0.06046153846153846
piecewise_sub,4.0,66,0.05995028409090909
piecewise_sub,4.0,67,0.058719682835820894
piecewise_sub,4.0,68,0.05779871323529412
piecewise_sub,4.0,69,0.057454710144927534
piecewise_sub,4.0,70,0.05590401785714286
piecewise_sub,4.0,71,0.05524427816901408
piecewise_sub,8.0,1,1.0
piecewise_sub,8.0,2,0.95953125
piecewise_sub,8.0,3,0.9127083333333333
piecewise_sub,8.0,4,0.88
piecewise_sub,8.0,5,0.85153125
piecewise_sub,8.0,6,0.8182552083333333
piecewise_sub,8.0,7,0.7920758928571429
piecewise_sub,8.0,8,0.765625
piecewise_sub,8.0,9,0.7311284722222222
piecewise_sub,8.0,10,0.711640625
piecewise_sub,8.0,11,0.6858948863636364
piecewise_sub,8.0,12,0.6678776041666666
piecewise_sub,8.0,13,0.6490625
piecewise_sub,8.0,14,0.63359375
piecewise_sub,8.0,15,0.6023229166666667
piecewise_sub,8.0,16,0.5828125
piecewise_sub,8.0,17,0.5702573529411765
piecewise_sub,8.0,18,0.5488715277777778
piecewise_sub,8.0,19,0.5366611842105263
piecewise_sub,8.0,20,0.5189609375
piecewise_sub,8.0,21,0.5073363095238095
piecewise_sub,8.0,22,0.49663352272727274
piecewise_sub,8.0,23,0.4779619565217391
piecewise_sub,8.0,24,0.46755859375
piecewise_sub,8.0,25,0.45748125
piecewise_sub,8.0,26,0.44463341346153845
piecewise_sub,8.0,27,0.4327256944444444
piecewise_sub,8.0,28,0.42367745535714285
piecewise_sub,8.0,29,0.41314116379310345
piecewise_sub,8.0,30,0.405171875
piecewise_sub,8.0,31,0.3948991935483871
piecewise_sub,8.0,32,0.3836572265625
piecewise_sub,8.0,33,0.37691287878787877
piecewise_sub,8.0,34,0.3687362132352941
piecewise_sub,8.0,35,0.3598169642857143
piecewise_sub,8.0,36,0.3534809027777778
piecewise_sub,8.0,37,0.34519003378378377
piecewise_sub,8.0,38,0.3411389802631579
piecewise_sub,8.0,39,0.33392227564102567
piecewise_sub,8.0,40,0.32612890625
piecewise_sub,8.0,41,0.32307545731707316
piecewise_sub,8.0,42,0.31465401785714286
piecewise_sub,8.0,43,0.30953488372093024
piecewise_sub,8.0,44,0.3035262784090909
piecewise_sub,8.0,45,0.29761805555555554
piecewise_sub,8.0,46,0.294375
piecewise_sub,8.0,47,0.28787898936170214
piecewise_sub,8.0,48,0.281669921875
piecewise_sub,8.0,49,0.27756058673469386
piecewise_sub,8.0,50,0.271846875
piecewise_sub,8.0,51,0.2678155637254902
piecewise_sub,8.0,52,0.26435697115384615
piecewise_sub,8.0,53,0.2598408018867924
piecewise_sub,8.0,54,0.25504340277777776
piecewise_sub,8.0,55,0.25058806818181817
piecewise_sub,8.0,56,0.24733816964285715
piecewise_sub,8.0,57,0.24335526315789474
piecewise_sub,8.0,58,0.23954202586206896
piecewise_sub,8.0,59,0.23597457627118645
piecewise_sub,8.0,60,0.23252864583333333
piecewise_sub,8.0,61,0.23019467213114755
piecewise_sub,8.0,62,0.22585181451612904
piecewise_sub,8.0,63,0.22357142857142856
piecewise_sub,8.0,64,0.21991943359375
piecewise_sub,8.0,65,0.21840384615384614
piecewise_sub,8.0,66,0.21375473484848484
piecewise_sub,8.0,67,0.21165578358208956
piecewise_sub,8.0,68,0.2089545036764706
piecewise_sub,8.0,69,0.2053034420289855
piecewise_sub,8.0,70,0.20306696428571427
piecewise_sub,8.0,71,0.20084507042253522
piecewise_sub,16.0,1,1.0
piecewise_sub,16.0,2,0.99640625
piecewise_sub,16.0,3,0.9941145833333334
piecewise_sub,16.0,4,0.98640625
piecewise_sub,16.0,5,0.9835
piecewise_sub,16.0,6,0.9748958333333333
piecewise_sub,16.0,7,0.9711160714285715
piecewise_sub,16.0,8,0.967734375
piecewise_sub,16.0,9,0.9580902777777778
piecewise_sub,16.0,10,0.95025
piecewise_sub,16.0,11,0.9514914772727273
piecewise_sub,16.0,12,0.9468359375
piecewise_sub,16.0,13,0.9425360576923076
piecewise_sub,16.0,14,0.9409709821428571
piecewise_sub,16.0,15,0.93175
piecewise_sub,16.0,16,0.933623046875
piecewise_sub,16.0,17,0.9272242647058824
piecewise_sub,16.0,18,0.9235243055555555
piecewise_sub,16.0,19,0.9191200657894737
piecewise_sub,16.0,20,0.9144375
piecewise_sub,16.0,21,0.9132440476190476
piecewise_sub,16.0,22,0.9051846590909091
piecewise_sub,16.0,23,0.9069497282608696
piecewise_sub,16.0,24,0.8970963541666667
piecewise_sub,16.0,25,0.8940875
piecewise_sub,16.0,26,0.8969771634615384
piecewise_sub,16.0,27,0.8921122685185185
piecewise_sub,16.0,28,0.8840513392857143
piecewise_sub,16.0,29,0.8811799568965517
piecewise_sub,16.0,30,0.882953125
piecewise_sub,16.0,31,0.8771370967741936
piecewise_sub,16.0,32,0.87087890625
piecewise_sub,16.0,33,0.8680492424242424
piecewise_sub,16.0,34,0.8639108455882353
piecewise_sub,16.0,35,0.8597455357142857
piecewise_sub,16.0,36,0.8619401041666667
piecewise_sub,16.0,37,0.8533910472972973
piecewise_sub,16.0,38,0.8505921052631579
piecewise_sub,16.0,39,0.8486017628205128
piecewise_sub,16.0,40,0.8458515625
piecewise_sub,16.0,41,0.8412118902439024
piecewise_sub,16.0,42,0.8386160714285714
piecewise_sub,16.0,43,0.837921511627907
piecewise_sub,16.0,44,0.8336044034090909
piecewise_sub,16.0,45,0.8304166666666667
piecewise_sub,16.0,46,0.8284952445652174
piecewise_sub,16.0,47,0.822998670212766
piecewise_sub,16.0,48,0.8232291666666667
piecewise_sub,16.0,49,0.8159119897959184
piecewise_sub,16.0,50,0.81774375
piecewise_sub,16.0,51,0.8096966911764706
piecewise_sub,16.0,52,0.8093479567307692
piecewise_sub,16.0,53,0.8066745283018868
piecewise_sub,16.0,54,0.8035214120370371
piecewise_sub,16.0,55,0.8024034090909091
piecewise_sub,16.0,56,0.7973939732142857
piecewise_sub,16.0,57,0.7966118421052631
piecewise_sub,16.0,58,0.7923599137931034
piecewise_sub,16.0,59,0.7897775423728813
piecewise_sub,16.0,60,0.7891276041666667
piecewise_sub,16.0,61,0.7846029713114754
piecewise_sub,16.0,62,0.781328125
piecewise_sub,16.0,63,0.7788839285714285
piecewise_sub,16.0,64,0.7763134765625
piecewise_sub,16.0,65,0.7746634615384616
piecewise_sub,16.0,66,0.7720951704545455
piecewise_sub,16.0,67,0.7704430970149254
piecewise_sub,16.0,68,0.7657513786764706
piecewise_sub,16.0,69,0.7638586956521739
piecewise_sub,16.0,70,0.7622455357142857
piecewise_sub,16.0,71,0.7594872359154929
piecewise_sub,32.0,1,1.0
piecewise_sub,32.0,2,0.999375
piecewise_sub,32.0,3,0.9975520833333333
piecewise_sub,32.0,4,0.992578125
piecewise_sub,32.0,5,0.9883125
piecewise_sub,32.0,6,0.987109375
piecewise_sub,32.0,7,0.9881919642857143
piecewise_sub,32.0,8,0.98880859375
piecewise_sub,32.0,9,0.9872222222222222
piecewise_sub,32.0,10,0.983109375
piecewise_sub,32.0,11,0.9795880681818182
piecewise_sub,32.0,12,0.9825651041666666
piecewise_sub,32.0,13,0.9824399038461539
piecewise_sub,32.0,14,0.9803236607142857
piecewise_sub,32.0,15,0.974625
piecewise_sub,32.0,16,0.972529296875
piecewise_sub,32.0,17,0.9732904411764706
piecewise_sub,32.0,18,0.9759027777777778
piecewise_sub,32.0,19,0.9696546052631579
piecewise_sub,32.0,20,0.9703203125
piecewise_sub,32.0,21,0.9639285714285715
piecewise_sub,32.0,22,0.9682386363636364
piecewise_sub,32.0,23,0.9670380434782608
piecewise_sub,32.0,24,0.9656575520833334
piecewise_sub,32.0,25,0.96305625
piecewise_sub,32.0,26,0.9634975961538461
piecewise_sub,32.0,27,0.9605381944444444
piecewise_sub,32.0,28,0.9602511160714285
piecewise_sub,32.0,29,0.95578125
piecewise_sub,32.0,30,0.9545677083333334
piecewise_sub,32.0,31,0.9566935483870967
piecewise_sub,32.0,32,0.953427734375
piecewise_sub,32.0,33,0.9533285984848485
piecewise_sub,32.0,34,0.9530744485294118
piecewise_sub,32.0,35,0.9554553571428571
piecewise_sub,32.0,36,0.9483680555555556
piecewise_sub,32.0,37,0.9495523648648648
piecewise_sub,32.0,38,0.949547697368421
piecewise_sub,32.0,39,0.9472315705128205
piecewise_sub,32.0,40,0.94821484375
piecewise_sub,32.0,41,0.9428125
piecewise_sub,32.0,42,0.9470498511904762
piecewise_sub,32.0,43,0.9435755813953488
piecewise_sub,32.0,44,0.9450852272727273
piecewise_sub,32.0,45,0.9437083333333334
piecewise_sub,32.0,46,0.9426664402173913
piecewise_sub,32.0,47,0.9421210106382979
piecewise_sub,32.0,48,0.9399609375
piecewise_sub,32.0,49,0.9397895408163265
piecewise_sub,32.0,50,0.938646875
piecewise_sub,32.0,51,0.9381066176470588
piecewise_sub,32.0,52,0.9393028846153846
piecewise_sub,32.0,53,0.9357134433962264
piecewise_sub,32.0,54,0.9370081018518519
piecewise_sub,32.0,55,0.9358039772727272
piecewise_sub,32.0,56,0.9369503348214285
piecewise_sub,32.0,57,0.9340981359649123
piecewise_sub,32.0,58,0.9325026939655172
piecewise_sub,32.0,59,0.9331700211864407
piecewise_sub,32.0,60,0.9339921875
piecewise_sub,32.0,61,0.9302638319672131
piecewise_sub,32.0,62,0.930554435483871
piecewise_sub,32.0,63,0.9303199404761905
piecewise_sub,32.0,64,0.92932373046875
piecewise_sub,32.0,65,0.9289447115384616
piecewise_sub,32.0,66,0.9291666666666667
piecewise_sub,32.0,67,0.9285401119402985
piecewise_sub,32.0,68,0.92765625
piecewise_sub,32.0,69,0.9268976449275362
piecewise_sub,32.0,70,0.9260736607142858
piecewise_sub,32.0,71,0.9258362676056338
piecewise_sub,64.0,1,1.0
piecewise_sub,64.0,2,0.991640625
piecewise_sub,64.0,3,0.9944791666666667
piecewise_sub,64.0,4,0.991484375
piecewise_sub,64.0,5,0.99159375
piecewise_sub,64.0,6,0.9919270833333333
piecewise_sub,64.0,7,0.9872991071428572
piecewise_sub,64.0,8,0.99080078125
piecewise_sub,64.0,9,0.9852083333333334
piecewise_sub,64.0,10,0.98540625
piecewise_sub,64.0,11,0.9837926136363636
piecewise_sub,64.0,12,0.9784114583333333
piecewise_sub,64.0,13,0.9795552884615385
piecewise_sub,64.0,14,0.9767522321428571
piecewise_sub,64.0,15,0.9741979166666667
piecewise_sub,64.0,16,0.972099609375
piecewise_sub,64.0,17,0.9725091911764706
piecewise_sub,64.0,18,0.966484375
piecewise_sub,64.0,19,0.9695970394736843
piecewise_sub,64.0,20,0.9726171875
piecewise_sub,64.0,21,0.9680877976190476
piecewise_sub,64.0,22,0.9646590909090909
piecewise_sub,64.0,23,0.9641440217391304
piecewise_sub,64.0,24,0.9613020833333333
piecewise_sub,64.0,25,0.962825
piecewise_sub,64.0,26,0.9635216346153846
piecewise_sub,64.0,27,0.9640798611111111
piecewise_sub,64.0,28,0.9556473214285715
piecewise_sub,64.0,29,0.9576939655172414
piecewise_sub,64.0,30,0.9556927083333333
piecewise_sub,64.0,31,0.9557358870967742
piecewise_sub,64.0,32,0.95259765625
piecewise_sub,64.0,33,0.9528314393939394
piecewise_sub,64.0,34,0.9516819852941176
piecewise_sub,64.0,35,0.9552455357142857
piecewise_sub,64.0,36,0.9519444444444445
piecewise_sub,64.0,37,0.9524324324324325
piecewise_sub,64.0,38,0.9515296052631579
piecewise_sub,64.0,39,0.9465024038461538
piecewise_sub,64.0,40,0.9477890625
piecewise_sub,64.0,41,0.9446493902439025
piecewise_sub,64.0,42,0.943374255952381
piecewise_sub,64.0,43,0.9448728197674419
piecewise_sub,64.0,44,0.9434019886363636
piecewise_sub,64.0,45,0.9426805555555555
piecewise_sub,64.0,46,0.9449830163043478
piecewise_sub,64.0,47,0.939408244680851
piecewise_sub,64.0,48,0.9445377604166667
piecewise_sub,64.0,49,0.9401339285714285
piecewise_sub,64.0,50,0.9411
piecewise_sub,64.0,51,0.938327205882353
piecewise_sub,64.0,52,0.9364002403846153
piecewise_sub,64.0,53,0.9385849056603773
piecewise_sub,64.0,54,0.9367158564814815
piecewise_sub,64.0,55,0.9336193181818182
piecewise_sub,64.0,56,0.9368247767857143
piecewise_sub,64.0,57,0.9343092105263158
piecewise_sub,64.0,58,0.9312715517241379
piecewise_sub,64.0,59,0.9318458686440678
piecewise_sub,64.0,60,0.93315625
piecewise_sub,64.0,61,0.9341931352459016
piecewise_sub,64.0,62,0.9309828629032258
piecewise_sub,64.0,63,0.9298015873015874
piecewise_sub,64.0,64,0.928681640625
piecewise_sub,64.0,65,0.9293653846153846
piecewise_sub,64.0,66,0.929642518939394
piecewise_sub,64.0,67,0.9288269589552239
piecewise_sub,64.0,68,0.9269301470588235
piecewise_sub,64.0,69,0.927325634057971
piecewise_sub,64.0,70,0.9259352678571429
piecewise_sub,64.0,71,0.9258362676056338
piecewise_sub,inf,1,1.0
piecewise_sub,inf,2,0.99375
piecewise_sub,inf,3,0.99671875
piecewise_sub,inf,4,0.994296875
piecewise_sub,inf,5,0.99340625
piecewise_sub,inf,6,0.9882291666666667
piecewise_sub,inf,7,0.9867633928571429
piecewise_sub,inf,8,0.98572265625
piecewise_sub,inf,9,0.9835416666666666
piecewise_sub,inf,10,0.982921875
piecewise_sub,inf,11,0.9808238636363636
piecewise_sub,inf,12,0.9830338541666667
piecewise_sub,inf,13,0.9781610576923077
piecewise_sub,inf,14,0.9780803571428571
piecewise_sub,inf,15,0.97146875
piecewise_sub,inf,16,0.976376953125
piecewise_sub,inf,17,0.9724172794117647
piecewise_sub,inf,18,0.973046875
piecewise_sub,inf,19,0.9689473684210527
piecewise_sub,inf,20,0.9703515625
piecewise_sub,inf,21,0.9687574404761905
piecewise_sub,inf,22,0.9648224431818182
piecewise_sub,inf,23,0.9667798913043478
piecewise_sub,inf,24,0.9600911458333333
piecewise_sub,inf,25,0.962425
piecewise_sub,inf,26,0.9617848557692308
piecewise_sub,inf,27,0.9621469907407407
piecewise_sub,inf,28,0.9607198660714286
piecewise_sub,inf,29,0.9600700431034482
piecewise_sub,inf,30,0.9612760416666667
piecewise_sub,inf,31,0.9547681451612903
piecewise_sub,inf,32,0.954658203125
piecewise_sub,inf,33,0.9508380681818182
piecewise_sub,inf,34,0.9514338235294117
piecewise_sub,inf,35,0.9524151785714285
piecewise_sub,inf,36,0.9482118055555555
piecewise_sub,inf,37,0.9500253378378378
piecewise_sub,inf,38,0.9508305921052631
piecewise_sub,inf,39,0.9478405448717949
piecewise_sub,inf,40,0.94874609375
piecewise_sub,inf,41,0.9465396341463415
piecewise_sub,inf,42,0.945029761904762
piecewise_sub,inf,43,0.9430486918604651
piecewise_sub,inf,44,0.9415518465909091
piecewise_sub,inf,45,0.9400729166666667
piecewise_sub,inf,46,0.9434103260869565
piecewise_sub,inf,47,0.940498670212766
piecewise_sub,inf,48,0.939921875
piecewise_sub,inf,49,0.9397480867346939
piecewise_sub,inf,50,0.94008125
piecewise_sub,inf,51,0.9411703431372549
piecewise_sub,inf,52,0.9369591346153846
piecewise_sub,inf,53,0.9362588443396226
piecewise_sub,inf,54,0.9352575231481481
piecewise_sub,inf,55,0.9353494318181819
piecewise_sub,inf,56,0.9350279017857143
piecewise_sub,inf,57,0.9345394736842105
piecewise_sub,inf,58,0.9334967672413793
piecewise_sub,inf,59,0.9335540254237288
piecewise_sub,inf,60,0.9309973958333333
piecewise_sub,inf,61,0.9308965163934426
piecewise_sub,inf,62,0.9309526209677419
piecewise_sub,inf,63,0.9297123015873016
piecewise_sub,inf,64,0.9297265625
piecewise_sub,inf,65,0.9277524038461539
piecewise_sub,inf,66,0.9292921401515152
piecewise_sub,inf,67,0.927227145522388
piecewise_sub,inf,68,0.9273414522058824
piecewise_sub,inf,69,0.9266598731884058
piecewise_sub,inf,70,0.9260089285714286
piecewise_sub,inf,71,0.9258362676056338
