attribute,mechanism,eps,n_users,mean,rmse,nrmse
steps,laplace,1,1,208.0301744302737,28319.952525497414,1.523487670065
steps,laplace,1,2,222.1489292015318,20686.119125425535,1.4762562910580481
steps,laplace,2,1,417.2410980062656,13633.62980211082,inf
steps,laplace,2,2,91.18129521238652,9785.763085637023,0.6846225632251423
steps,laplace,4,1,382.26861652980534,6776.683688203664,inf
steps,laplace,4,2,-446.22475747858334,5515.419712588207,0.4233014943346191
steps,laplace,8,1,-176.69820157545297,3136.9753124167996,inf
steps,laplace,8,2,-35.07538142122869,2476.7551542695032,0.18256242399771733
steps,laplace,16,1,-60.82385261340971,1852.4678118608358,0.11313120173077625
steps,laplace,16,2,-4.575126591775009,1155.198861014602,0.08979206901963369
steps,laplace,32,1,58.45148467966595,925.9768683796656,inf
steps,laplace,32,2,-42.8303793559791,624.5892505211766,0.044082243117904804
steps,laplace,64,1,-11.397700831664325,433.2270716831572,0.024914514809375083
steps,laplace,64,2,-1.564455416249419,358.16331843195127,0.026345545435286322
steps,piecewise_sub,1,1,275.36976649036535,20705.003039308333,1.1465662947810802
steps,piecewise_sub,1,2,-242.94221481184937,15395.215189956263,1.2114082248633642
steps,piecewise_sub,2,1,-307.18268528823285,8754.982174724873,inf
steps,piecewise_sub,2,2,-374.53531706781644,6573.550084479374,0.4680598532041042
steps,piecewise_sub,4,1,236.34803756173906,3372.0740724031575,0.17973172488332992
steps,piecewise_sub,4,2,48.48807312066206,2700.907723352372,0.22018697113370664
steps,piecewise_sub,8,1,44.384474832719754,707.7670424383325,inf
steps,piecewise_sub,8,2,-5.4877007423496575,419.5581086571383,0.03117992084347614
steps,piecewise_sub,16,1,-1.0684094199571805,27.538419703868804,0.0016042607619877248
steps,piecewise_sub,16,2,-0.2908184344791901,21.13455596515675,inf
steps,piecewise_sub,32,1,-0.0006147893134178246,0.1325728911764817,7.572322668952035e-06
steps,piecewise_sub,32,2,-0.00012357890020691514,0.09926678085491111,6.100943023376723e-06
steps,piecewise_sub,64,1,9.718502587408029e-08,3.1242387533744296e-06,inf
steps,piecewise_sub,64,2,-1.9233943247820572e-08,2.24795479903031e-06,1.7850705544413992e-10
calories,laplace,1,1,580.2321337945484,8003.141563292569,5.30480411910312
calories,laplace,1,2,69.52029298764288,6034.369738372465,4.070618343695528
calories,laplace,2,1,-101.65681740969579,4113.400406775809,2.769051580149618
calories,laplace,2,2,-149.74311155118357,3236.084541855077,2.522022858628193
calories,laplace,4,1,-47.807739561050354,1996.9772989485696,1.1603704115515723
