attribute,mechanism,eps,n_users,mean,rmse,nrmse
steps,laplace,2,50,7.038681931495607,7.762298692561395,0.4943995662630275
steps,laplace,2,51,7.154693823560399,7.884744762895756,0.49678842722813416
steps,laplace,2,52,7.322548400588701,8.052669329880064,0.49931879480783503
steps,laplace,2,53,7.451043539832879,8.189208594040771,0.5011921574643607
steps,laplace,2,54,7.583906304284962,8.327887215122441,0.5017259383977752
steps,laplace,2,55,7.706822346548459,8.455037800822051,0.5050635833457559
steps,laplace,2,56,7.870720437977473,8.619558221036042,0.5093793297741198
steps,laplace,2,57,7.997064218096526,8.74819550702127,0.5085604656911697
steps,laplace,2,58,8.147128442285707,8.902684126383814,0.5116342858296047
steps,laplace,2,59,8.284069813921914,9.043750899840013,0.513842336154627
steps,laplace,2,60,8.4156462744628,9.171895619262585,0.5137670360279882
steps,laplace,2,61,8.591925661107513,9.352864865598429,0.5182884112551831
steps,laplace,2,62,8.698092254046875,9.46100544557509,0.5201766621294572
steps,laplace,2,63,8.864462834519001,9.636585311270341,0.5219307418817443
steps,laplace,2,64,9.023652340114802,9.792641065891031,0.523256196871787
steps,laplace,2,65,9.119735894856024,9.899233785741803,0.5243864922070889
steps,laplace,2,66,9.239333311068108,10.02845148026492,0.5257914958580122
steps,laplace,2,67,9.422867209843098,10.203579432946764,0.5294742362962304
steps,laplace,2,68,9.558292958720262,10.33881101457344,0.5297496281576778
steps,laplace,2,69,9.718441966314375,10.50902018097825,0.5334795016106066
steps,laplace,2,70,9.835658525489489,10.628415075371098,0.534685149725372
steps,laplace,2,71,10.004874428450368,10.795073457628828,0.5397536728814414
steps,laplace,4,1,0.09064614980813006,0.3939623747405783,inf
steps,laplace,4,2,0.20074554279489915,0.5795426732234739,inf
steps,laplace,4,3,0.3036445331430905,0.7276804963513266,0.32520161554947163
steps,laplace,4,4,0.4000472997829145,0.8598512199951344,0.3057892897730795
steps,laplace,4,5,0.4959536908238443,0.9888459034283419,0.29779382389306897
steps,laplace,4,6,0.5869243281776552,1.1014690734398416,0.28887207624981454
steps,laplace,4,7,0.7053120983721354,1.2275373836771013,0.29051235864240105
steps,laplace,4,8,0.828543334235358,1.3559708098382215,0.29200963369921445
steps,laplace,4,9,0.9388994266033982,1.4711460894868458,0.29221057496198377
steps,laplace,4,10,1.0185957103405128,1.5726505389019538,0.29126624405051926
steps,laplace,4,11,1.1020617135197281,1.6725235746615497,0.2885751319239991
steps,laplace,4,12,1.2219015548352579,1.7918660821183758,0.2928895818831558
steps,laplace,4,13,1.31939574566756,1.88682340477133,0.29590231665937805
steps,laplace,4,14,1.4281043901223247,2.007164350361331,0.2987627906756235
steps,laplace,4,15,1.5433958003321253,2.131874781551319,0.3019496344477098
steps,laplace,4,16,1.6109716666228893,2.216744190325397,0.30161882804449713
steps,laplace,4,17,1.7404825687470673,2.3370437112540245,0.3050263327550308
steps,laplace,4,18,1.8455494282007476,2.444021070161487,0.3085371566222522
steps,laplace,4,19,1.9356297683096182,2.5356347139638475,0.31044104816708346
steps,laplace,4,20,2.0392932205815413,2.6502826869924347,0.3128857934706056
steps,laplace,4,21,2.105857931766385,2.7330539530898763,0.3088516513383832
steps,laplace,4,22,2.227620193397687,2.8508059451137404,0.31582881272473645
steps,laplace,4,23,2.3552570473635717,2.975805962214856,0.320724072683458
steps,laplace,4,24,2.441963753362808,3.0657329652801155,0.32032322181244804
steps,laplace,4,25,2.5320333622994493,3.1598932400074893,0.3226305082041744
steps,laplace,4,26,2.640200790254278,3.274453550660544,0.32216353917093976
steps,laplace,4,27,2.7253735690246486,3.3752393299911727,0.3241943640113965
steps,laplace,4,28,2.8351430694507718,3.481109466105722,0.3302183542643809
steps,laplace,4,29,2.952557477075564,3.5961967021335424,0.33514024909874196
steps,laplace,4,30,3.079487163714616,3.7247764434643296,0.3329751135723217
steps,laplace,4,31,3.160919625346504,3.8097464367721505,0.3365133482320653
steps,laplace,4,32,3.277463174370324,3.926399114865047,0.3415238417772466
steps,laplace,4,33,3.352338249551743,4.015140930987844,0.34193890521944414
steps,laplace,4,34,3.423487821180485,4.085674444887228,0.33966053497432325
steps,laplace,4,35,3.5336391256637216,4.201663480343274,0.34256150336367874
steps,laplace,4,36,3.6381862254494477,4.3106200680402535,0.34382558508501143
steps,laplace,4,37,3.7859005327542343,4.455738474078138,0.3488404506711978
steps,laplace,4,38,3.8635017452115776,4.53657437701718,0.34894680451082505
steps,laplace,4,39,3.9904200393945515,4.664299326291656,0.35114045581428244
steps,laplace,4,40,4.0931840303589855,4.76688406467936,0.35419014441195007
steps,laplace,4,41,4.170596430490762,4.853550101075495,0.3539634859539342
steps,laplace,4,42,4.25791701951406,4.939212693871708,0.3548933376868201
steps,laplace,4,43,4.348576937749167,5.037143216445938,0.35648886712964656
steps,laplace,4,44,4.496641792999597,5.183445233063845,0.36305202955290605
steps,laplace,4,45,4.547334563394321,5.234915628053997,0.3629860455367957
steps,laplace,4,46,4.688568598231701,5.381923898179893,0.36468965339989845
steps,laplace,4,47,4.761847796688003,5.458779308541096,0.3643938282636474
steps,laplace,4,48,4.89598316573173,5.587901030720883,0.367384520067828
steps,laplace,4,49,4.962057175751433,5.66202188782481,0.3669520267815267
steps,laplace,4,50,5.078922376834775,5.785987193107212,0.3683874350683874
steps,laplace,4,51,5.205292728916742,5.914102180243192,0.372597749696708
steps,laplace,4,52,5.286042495721305,6.002890032909032,0.36970260991647697
steps,laplace,4,53,5.374727153890044,6.083131533922501,0.3743031360150045
steps,laplace,4,54,5.4849177776082225,6.201360367701293,0.37174639150005073
steps,laplace,4,55,5.604772162967367,6.3127227460215005,0.37733243078085227
steps,laplace,4,56,5.681844680641745,6.399895416390062,0.37781435464070795
steps,laplace,4,57,5.800487412096376,6.520387201439433,0.3790988424955375
steps,laplace,4,58,5.86737563190803,6.58780839345297,0.37900484583880334
steps,laplace,4,59,6.012535409702344,6.737430530622012,0.38276806373241173
steps,laplace,4,60,6.1077942071483955,6.833366182845856,0.38153888546274106
steps,laplace,4,61,6.181108758086351,6.9124622861634455,0.3829641564172315
steps,laplace,4,62,6.321375337784588,7.052791690852161,0.3876602775326288
steps,laplace,4,63,6.378826755994067,7.120639835206279,0.3869465824027884
steps,laplace,4,64,6.496302502084754,7.231912010310616,0.3883895918064849
steps,laplace,4,65,6.599815855961265,7.331698774347615,0.3897037368195184
steps,laplace,4,66,6.711856347834618,7.451744098609546,0.3908975122134309
steps,laplace,4,67,6.81335738861886,7.554938417134192,0.39096716957611405
steps,laplace,4,68,6.899096982938324,7.64483969870248,0.39249365821379284
steps,laplace,4,69,7.021146478612382,7.769008513238398,0.39391954929752093
steps,laplace,4,70,7.125304822313122,7.87471944708736,0.39592711796943914
steps,laplace,4,71,7.213168771835524,7.963706244953708,0.39818531224768533
steps,laplace,8,1,0.053377808840637045,0.29478473491157625,inf
steps,laplace,8,2,0.11141559972181543,0.43143443993641417,inf
steps,laplace,8,3,0.16899125657377861,0.5415210955178409,inf
steps,laplace,8,4,0.22059598883203443,0.6336482428914906,0.2220495941463484
steps,laplace,8,5,0.2892922673448576,0.7317806105307757,0.22052082517429186
steps,laplace,8,6,0.3327194166756567,0.8033430488087968,0.20991633654324668
steps,laplace,8,7,0.3926973219868327,0.8784740727639985,0.2086191690016825
steps,laplace,8,8,0.45015138256249654,0.9528649121773319,0.20483911010917438
steps,laplace,8,9,0.49614405148824403,1.0229229025815296,0.20374933447167434
steps,laplace,8,10,0.5462012184960459,1.092447737881192,0.20191877491181373
steps,laplace,8,11,0.6087762317038045,1.1594081520592232,0.20266555193598895
steps,laplace,8,12,0.6596904196038654,1.2275579486759296,0.20077101724884744
steps,laplace,8,13,0.7404199767075295,1.3025397632458853,0.20257155033958163
steps,laplace,8,14,0.7789482448752145,1.3588324814250177,0.2029604150799844
steps,laplace,8,15,0.8260278081551548,1.4220368490805162,0.2010908848586969
steps,laplace,8,16,0.8895533934506272,1.4873768954046633,0.2007343177508296
steps,laplace,8,17,0.9474105356431862,1.554387924602162,0.20109339506489465
steps,laplace,8,18,0.9992484898072209,1.6116011925490743,0.20470640567981155
steps,laplace,8,19,1.0612864628721823,1.673192204046106,0.20433843916867186
steps,laplace,8,20,1.126511279635803,1.7487744165609858,0.20490825199175425
steps,laplace,8,21,1.1643388253530045,1.7937764837990804,0.20336235812892123
steps,laplace,8,22,1.214357287803786,1.8539055687582822,0.20736851456608338
steps,laplace,8,23,1.28353310801781,1.9309579721987753,0.2089173945288686
steps,laplace,8,24,1.3476853382295073,1.9883632992599471,0.20952237630180082
steps,laplace,8,25,1.3921391268634322,2.0431507655023893,0.2082804125678666
steps,laplace,8,26,1.4669070227507244,2.109021449762223,0.2113909671710412
steps,laplace,8,27,1.4877031996251469,2.1556503407483203,0.20810151830949594
steps,laplace,8,28,1.5429238268326586,2.2113957576400143,0.20768596575195203
steps,laplace,8,29,1.6048168437231123,2.275447992993501,0.2098655790178821
steps,laplace,8,30,1.6579973866078055,2.327388658642926,0.2105431752249437
steps,laplace,8,31,1.7392655166686608,2.41085425398867,0.21464591168757607
steps,laplace,8,32,1.763706316183348,2.442817263999433,0.211335325027977
steps,laplace,8,33,1.8374966831520447,2.516486138771334,0.21222025782412668
steps,laplace,8,34,1.8917808007068142,2.5796226715099277,0.21410817896828643
steps,laplace,8,35,1.94782653729866,2.639751034313973,0.21578800320641883
steps,laplace,8,36,2.0290398573804156,2.714457208755254,0.21744128613310842
steps,laplace,8,37,2.0557200526355563,2.74815515748514,0.21690693613317907
steps,laplace,8,38,2.1155027406653018,2.8145459330978584,0.21745280900114083
steps,laplace,8,39,2.1733743500929794,2.867727627643846,0.217686872567717
steps,laplace,8,40,2.219310338119929,2.9240523532307305,0.2174995339080394
steps,laplace,8,41,2.299823118935638,2.9951422716096485,0.21830282896209388
steps,laplace,8,42,2.3296609375135215,3.032195488271468,0.22117177760978995
steps,laplace,8,43,2.3732679124107285,3.0831180550020054,0.2191657218045475
steps,laplace,8,44,2.4614389544397444,3.1637990296414755,0.22082069994688663
steps,laplace,8,45,2.5191778499846786,3.23254547464436,0.22217590702371093
steps,laplace,8,46,2.5777516256849218,3.29086784558704,0.22386818784457535
steps,laplace,8,47,2.6200452416444278,3.337070137888776,0.22205438648858453
steps,laplace,8,48,2.659548347966711,3.3845604851544353,0.22133429126200385
steps,laplace,8,49,2.7210281794688074,3.446951905663377,0.22336653892550157
steps,laplace,8,50,2.784401953332728,3.5100476083934673,0.2237039461738093
steps,laplace,8,51,2.862108649186125,3.5809756577863436,0.2257394824883429
steps,laplace,8,52,2.9054976678511113,3.635344672339706,0.22531020714252703
steps,laplace,8,53,2.9535302736166082,3.681522651842478,0.2275210157638241
steps,laplace,8,54,3.0074494184524974,3.743072036849079,0.22600776414412974
steps,laplace,8,55,3.0584168516816246,3.7945545387665023,0.22656654206742052
steps,laplace,8,56,3.132338152045446,3.874446723116907,0.22810328813994665
steps,laplace,8,57,3.1621379744838314,3.9043438246832247,0.2264317769196636
steps,laplace,8,58,3.2532539514432037,3.989942511446262,0.2303339144802494
steps,laplace,8,59,3.301459387096762,4.03982381158258,0.22963715633885146
steps,laplace,8,60,3.339066426584879,4.087286817520272,0.22916176308397662
steps,laplace,8,61,3.3859648994255416,4.133194793664757,0.22990327252558768
steps,laplace,8,62,3.4563655455203044,4.211682305010002,0.2310295010178787
steps,laplace,8,63,3.5220485014101146,4.268700336953953,0.230881294807431
steps,laplace,8,64,3.5596797086236722,4.311552883991173,0.23052729572559294
steps,laplace,8,65,3.622490144613642,4.373999133510881,0.23159681123144713
steps,laplace,8,66,3.6718753880196515,4.4330926438167735,0.23159926849039147
steps,laplace,8,67,3.7322053072975105,4.491850705563563,0.2323741184205839
steps,laplace,8,68,3.785331885271871,4.548776555093063,0.23338159405493117
steps,laplace,8,69,3.8400605174889315,4.608502045567724,0.23444563260641654
steps,laplace,8,70,3.9162675165307643,4.675136614013428,0.23490502397471974
steps,laplace,8,71,3.9606990863397096,4.727048876531033,0.23635244382655168
steps,laplace,16,1,0.02201973548463431,0.2055903088840633,inf
steps,laplace,16,2,0.044124735520549394,0.3065151696395419,inf
steps,laplace,16,3,0.06374174063042917,0.3743465484012098,0.1632024356536502
steps,laplace,16,4,0.08680488885478743,0.44300373597509496,0.15458927611483164
steps,laplace,16,5,0.11050670439184118,0.5052355589295094,0.14874143579234236
steps,laplace,16,6,0.13041032197005126,0.5518178329422299,0.1429651251770668
steps,laplace,16,7,0.16097931995205336,0.6008561017460302,0.14142836161523098
steps,laplace,16,8,0.1711794452097845,0.6440492896921042,0.13765522316223347
steps,laplace,16,9,0.19511758264402654,0.6845019315633162,0.13642928548228372
steps,laplace,16,10,0.22809909730836941,0.7275504569905218,0.13501389068764066
steps,laplace,16,11,0.24187219986143857,0.7641445319186905,0.13292460551760069
steps,laplace,16,12,0.2655763420522286,0.8072037154027076,0.13217031166957938
steps,laplace,16,13,0.2855511557474364,0.8368642124825192,0.13102660744939248
steps,laplace,16,14,0.30577401414409733,0.8770625784945484,0.12905615823022254
steps,laplace,16,15,0.3347205253547113,0.9160876474024603,0.12944603895589826
steps,laplace,16,16,0.35619256060825877,0.9440231300087664,0.12803529164326924
steps,laplace,16,17,0.36917478379420493,0.9671976986238897,0.12725821916261912
steps,laplace,16,18,0.4047469763852298,1.0143520245915116,0.128555869326658
steps,laplace,16,19,0.44218998289290934,1.0567493764394844,0.1283499037259562
steps,laplace,16,20,0.4486132179012719,1.086276974871951,0.12807256341022585
steps,laplace,16,21,0.47659962184771903,1.1143115051954278,0.12654874817271128
steps,laplace,16,22,0.47718160678063043,1.1382476488007724,0.12659521691942818
steps,laplace,16,23,0.5165099557234066,1.1715585281421568,0.12638583488616245
steps,laplace,16,24,0.5353542470827239,1.1990129210994687,0.1263484411521595
steps,laplace,16,25,0.5637722398398669,1.2363810408207518,0.12587968636574978
steps,laplace,16,26,0.5706939068493329,1.2505590015049917,0.12516830447058158
steps,laplace,16,27,0.6099078894562071,1.3000736595297169,0.12514155106330957
steps,laplace,16,28,0.6280201730870387,1.3249720273457517,0.12619799468866477
steps,laplace,16,29,0.6570960886146979,1.3551192830743102,0.1255294181883425
steps,laplace,16,30,0.6621011053417972,1.3769090223222304,0.12455713509784579
steps,laplace,16,31,0.6951914502331296,1.4107641324397555,0.12606118535577518
steps,laplace,16,32,0.7154880439447986,1.4403668240966272,0.12486706900845726
steps,laplace,16,33,0.7258810312777527,1.4598164919616325,0.12405892386629117
steps,laplace,16,34,0.7507798336516461,1.4896500048959145,0.12458252754940488
steps,laplace,16,35,0.7742549046901686,1.510935034572419,0.12452223656016483
steps,laplace,16,36,0.7966962584328641,1.5392555238514478,0.12413217542286537
steps,laplace,16,37,0.8173760233432387,1.5712398142576867,0.12296459790413418
steps,laplace,16,38,0.8511204495523764,1.5996989010424825,0.12333965551547836
steps,laplace,16,39,0.8685874018017491,1.6262582667801453,0.12411670268023213
steps,laplace,16,40,0.880804503791968,1.6466633717400054,0.12367308485107038
steps,laplace,16,41,0.9148944877703856,1.6840789477222977,0.1239736705684981
steps,laplace,16,42,0.942993917676891,1.7176646998484955,0.12368395521068858
steps,laplace,16,43,0.9487465142201076,1.7300059986280656,0.1234039001982246
steps,laplace,16,44,0.9872759592636895,1.7586480695900608,0.12347055893434877
steps,laplace,16,45,0.9995316966156713,1.7857697298706607,0.12280149066817585
steps,laplace,16,46,1.023726442180937,1.813552896951373,0.12348402547338184
steps,laplace,16,47,1.0567616777283266,1.8463097879596735,0.12247959590390349
steps,laplace,16,48,1.0597172206748877,1.8634181836113517,0.12206667843590278
steps,laplace,16,49,1.0988814811400889,1.890439601178694,0.1220275508027066
steps,laplace,16,50,1.1053699681261264,1.9188595991645119,0.12170010588162898
steps,laplace,16,51,1.1395961377688928,1.9418686245683232,0.12232902352453852
steps,laplace,16,52,1.1549648378207535,1.9709691872048185,0.12214821121381067
steps,laplace,16,53,1.1879814924093859,1.9967420299159953,0.12210301421198129
steps,laplace,16,54,1.2005700072115986,2.0242808437091657,0.12213171491440494
steps,laplace,16,55,1.2196014663413721,2.0409750539404183,0.12118687569741997
steps,laplace,16,56,1.2438137531083002,2.0677710659628503,0.12245559824796828
steps,laplace,16,57,1.2737906759673578,2.0981783059722967,0.12093929885404239
steps,laplace,16,58,1.2920210258985725,2.123215085107396,0.12178515162828837
steps,laplace,16,59,1.3039785906961843,2.1445782389839088,0.12150685871114138
steps,laplace,16,60,1.3377318069486965,2.1754760258077894,0.12201142129127157
steps,laplace,16,61,1.3667463487169502,2.209103024587818,0.12170657184712899
steps,laplace,16,62,1.3798883308662355,2.227998943365746,0.12210158552777403
steps,laplace,16,63,1.396024817943874,2.244466054783381,0.12151942997776866
steps,laplace,16,64,1.4262839307794617,2.2705124082749215,0.12213445947366293
steps,laplace,16,65,1.443324404773582,2.296759142741191,0.12190868828163852
steps,laplace,16,66,1.46699374342689,2.326894134314196,0.12206016651452745
steps,laplace,16,67,1.4955103512443833,2.354914483783022,0.12191831729425426
steps,laplace,16,68,1.5234103578312326,2.37437906581227,0.12173564542334918
steps,laplace,16,69,1.5464268124504361,2.4026988869003443,0.12206721800618621
steps,laplace,16,70,1.5452521270349084,2.4148104758963265,0.12137537725456758
steps,laplace,16,71,1.5866935433258378,2.451048224406635,0.12255241122033178
steps,laplace,32,1,0.007641370768996584,0.14037018238789023,inf
steps,laplace,32,2,0.012956270522315547,0.20929614886662523,inf
steps,laplace,32,3,0.02098586049736001,0.266496862747754,0.11492057163176987
steps,laplace,32,4,0.02807247646317758,0.3039018824410482,0.1074062458758794
steps,laplace,32,5,0.034495697447121186,0.3428487494586726,0.10185315472199216
steps,laplace,32,6,0.040501899329377894,0.3834309904730157,0.10108118845040687
steps,laplace,32,7,0.04845890967143911,0.4133127868512224,0.09656560809657366
steps,laplace,32,8,0.054831707754236715,0.44161252508676896,0.09534473044334019
steps,laplace,32,9,0.06313414986670803,0.46790396755392505,0.09284959118270708
steps,laplace,32,10,0.06572005079684397,0.49521650912928045,0.0908712890439925
steps,laplace,32,11,0.07179470465613365,0.5201416704936147,0.09067306357330328
steps,laplace,32,12,0.08319062911586632,0.5473620546308844,0.09044897721661434
steps,laplace,32,13,0.0887807634656014,0.5665623271338261,0.0877376832266187
steps,laplace,32,14,0.09561258453174486,0.587642515413831,0.08723438516097953
steps,laplace,32,15,0.09825956164314019,0.6111205018560345,0.08670365680058739
steps,laplace,32,16,0.11299883519613031,0.6359016521003741,0.08669866640850775
steps,laplace,32,17,0.11316343740900531,0.6505403182873875,0.08485358723922128
steps,laplace,32,18,0.12369024093786697,0.6705840091011929,0.0851858128353047
steps,laplace,32,19,0.13199380715084896,0.6892829064739407,0.08336978528121651
steps,laplace,32,20,0.1296902015501385,0.7070943342122699,0.08321484817524279
steps,laplace,32,21,0.1407208896991674,0.7320878208545819,0.08316674849873693
steps,laplace,32,22,0.15126046922994132,0.7478896281316669,0.08278574414903558
