attribute,mechanism,eps,n_users,p_rate,tp,fn,fp,tn,accuracy,precision,recall,specificity,balanced_accuracy,t_agree_rate
calories,laplace,8,20,0.787,576,211,12,201,0.777,0.9795918367346939,0.7318932655654383,0.9436619718309859,0.7769999999999999,1.0
calories,laplace,8,22,0.822,617,205,7,171,0.788,0.9887820512820513,0.7506082725060828,0.9606741573033708,0.788,0.9983792544570502
calories,laplace,8,24,0.786,602,184,9,205,0.807,0.9852700490998363,0.7659033078880407,0.9579439252336449,0.807,1.0
calories,laplace,8,26,0.794,602,192,2,204,0.806,0.9966887417218543,0.7581863979848866,0.9902912621359223,0.8059999999999999,1.0
calories,laplace,8,28,0.777,585,192,17,206,0.791,0.9717607973421927,0.752895752895753,0.9237668161434978,0.791,1.0
calories,laplace,8,30,0.783,583,200,8,209,0.792,0.9864636209813875,0.7445721583652618,0.9631336405529954,0.7919999999999999,1.0
calories,laplace,8,32,0.793,602,191,7,200,0.802,0.9885057471264368,0.7591424968474149,0.966183574879227,0.8019999999999999,1.0
calories,laplace,8,34,0.775,587,188,12,213,0.8,0.9799666110183639,0.7574193548387097,0.9466666666666667,0.8,1.0
calories,laplace,8,36,0.755,558,197,12,233,0.791,0.9789473684210527,0.7390728476821192,0.9510204081632653,0.791,1.0
calories,laplace,8,38,0.754,560,194,12,234,0.794,0.9790209790209791,0.7427055702917772,0.9512195121951219,0.794,1.0
calories,laplace,8,40,0.757,569,188,20,223,0.792,0.966044142614601,0.7516512549537648,0.9176954732510288,0.7919999999999999,1.0
calories,laplace,8,42,0.749,576,173,19,232,0.808,0.9680672268907563,0.7690253671562083,0.9243027888446215,0.8079999999999999,1.0
calories,laplace,8,44,0.773,592,181,12,215,0.807,0.9801324503311258,0.7658473479948253,0.947136563876652,0.8069999999999999,1.0
calories,laplace,8,46,0.758,595,163,15,227,0.822,0.9754098360655737,0.7849604221635884,0.9380165289256198,0.822,1.0
calories,laplace,8,48,0.766,579,187,22,212,0.791,0.9633943427620633,0.7558746736292428,0.905982905982906,0.7909999999999999,1.0
calories,laplace,8,50,0.754,561,193,16,230,0.791,0.9722703639514731,0.7440318302387268,0.9349593495934959,0.7909999999999999,1.0
calories,laplace,8,52,0.752,582,170,18,230,0.812,0.97,0.773936170212766,0.9274193548387096,0.8119999999999999,1.0
calories,laplace,8,54,0.738,567,171,11,251,0.818,0.9809688581314879,0.7682926829268293,0.9580152671755725,0.818,1.0
calories,laplace,8,56,0.741,536,205,20,239,0.775,0.9640287769784173,0.7233468286099866,0.9227799227799228,0.775,1.0
calories,laplace,8,58,0.739,553,186,14,247,0.8,0.9753086419753086,0.7483085250338295,0.946360153256705,0.7999999999999999,1.0
calories,laplace,8,60,0.718,545,173,14,268,0.813,0.9749552772808586,0.7590529247910863,0.950354609929078,0.813,1.0
calories,laplace,8,62,0.727,560,167,13,260,0.82,0.9773123909249564,0.7702888583218707,0.9523809523809523,0.82,1.0
calories,laplace,8,64,0.73,579,151,9,261,0.84,0.9846938775510204,0.7931506849315069,0.9666666666666667,0.84,1.0
calories,laplace,8,66,0.729,538,191,20,251,0.789,0.96415770609319,0.7379972565157751,0.9261992619926199,0.789,1.0
calories,laplace,8,68,0.724,551,173,17,259,0.81,0.9700704225352113,0.761049723756906,0.9384057971014492,0.8099999999999999,1.0
calories,laplace,8,70,0.733,563,170,18,249,0.812,0.9690189328743546,0.7680763983628922,0.9325842696629213,0.8119999999999999,1.0
calories,laplace,16,2,0.863,770,93,10,127,0.897,0.9871794871794872,0.8922363847045192,0.927007299270073,0.897,1.0
calories,laplace,16,4,0.858,759,99,7,135,0.894,0.9908616187989556,0.8846153846153846,0.9507042253521126,0.894,1.0
calories,laplace,16,6,0.816,733,83,13,171,0.904,0.982573726541555,0.8982843137254902,0.9293478260869565,0.904,1.0
calories,laplace,16,8,0.814,741,73,9,177,0.918,0.988,0.9103194103194103,0.9516129032258065,0.918,1.0
calories,laplace,16,10,0.805,732,73,13,182,0.914,0.9825503355704698,0.9093167701863354,0.9333333333333333,0.9139999999999999,1.0
calories,laplace,16,12,0.814,717,97,15,171,0.888,0.9795081967213115,0.8808353808353808,0.9193548387096774,0.888,1.0
calories,laplace,16,14,0.818,731,87,8,174,0.905,0.9891745602165088,0.8936430317848411,0.9560439560439561,0.905,1.0
calories,laplace,16,16,0.81,720,90,11,179,0.899,0.9849521203830369,0.8888888888888888,0.9421052631578948,0.8989999999999999,1.0
calories,laplace,16,18,0.799,705,94,15,186,0.891,0.9791666666666666,0.8823529411764706,0.9253731343283582,0.891,1.0
calories,laplace,16,20,0.774,695,79,15,211,0.906,0.9788732394366197,0.8979328165374677,0.9336283185840708,0.906,1.0
calories,laplace,16,22,0.786,705,81,21,193,0.898,0.9710743801652892,0.8969465648854962,0.9018691588785047,0.898,1.0
calories,laplace,16,24,0.783,692,91,16,201,0.893,0.9774011299435028,0.8837803320561941,0.9262672811059908,0.893,1.0
calories,laplace,16,26,0.804,747,57,6,190,0.937,0.9920318725099602,0.9291044776119403,0.9693877551020408,0.9369999999999999,1.0
calories,laplace,16,28,0.792,722,70,11,197,0.919,0.984993178717599,0.9116161616161617,0.9471153846153846,0.919,1.0
calories,laplace,16,30,0.798,718,80,15,187,0.905,0.9795361527967258,0.899749373433584,0.9257425742574258,0.905,1.0
calories,laplace,16,32,0.779,693,86,17,204,0.897,0.976056338028169,0.889602053915276,0.9230769230769231,0.897,1.0
calories,laplace,16,34,0.756,684,72,11,233,0.917,0.9841726618705036,0.9047619047619048,0.9549180327868853,0.917,1.0
calories,laplace,16,36,0.791,707,84,6,203,0.91,0.9915848527349228,0.8938053097345132,0.9712918660287081,0.9099999999999999,1.0
calories,laplace,16,38,0.776,688,88,8,216,0.904,0.9885057471264368,0.8865979381443299,0.9642857142857143,0.9039999999999999,1.0
calories,laplace,16,40,0.767,695,72,17,216,0.911,0.976123595505618,0.9061277705345502,0.927038626609442,0.9109999999999999,1.0
calories,laplace,16,42,0.754,679,75,15,231,0.91,0.978386167146974,0.9005305039787799,0.9390243902439024,0.91,1.0
calories,laplace,16,44,0.758,685,73,11,231,0.916,0.9841954022988506,0.9036939313984169,0.9545454545454546,0.916,1.0
calories,laplace,16,46,0.76,709,51,14,226,0.935,0.9806362378976486,0.9328947368421052,0.9416666666666667,0.9349999999999999,1.0
calories,laplace,16,48,0.77,708,62,16,214,0.922,0.9779005524861878,0.9194805194805195,0.9304347826086956,0.9219999999999999,1.0
calories,laplace,16,50,0.766,699,67,12,222,0.921,0.9831223628691983,0.912532637075718,0.9487179487179487,0.9209999999999999,1.0
calories,laplace,16,52,0.739,681,58,15,246,0.927,0.978448275862069,0.9215155615696887,0.9425287356321839,0.9269999999999999,1.0
calories,laplace,16,54,0.737,671,66,13,250,0.921,0.9809941520467836,0.9104477611940298,0.9505703422053232,0.9209999999999999,1.0
calories,laplace,16,56,0.741,659,82,12,247,0.906,0.9821162444113264,0.8893387314439946,0.9536679536679536,0.9059999999999999,1.0
calories,laplace,16,58,0.747,665,82,9,244,0.909,0.9866468842729971,0.8902275769745649,0.9644268774703557,0.9089999999999999,1.0
calories,laplace,16,60,0.732,674,58,15,253,0.927,0.9782293178519593,0.9207650273224044,0.9440298507462687,0.927,1.0
calories,laplace,16,62,0.735,657,78,19,246,0.903,0.9718934911242604,0.8938775510204081,0.9283018867924528,0.9029999999999999,1.0
calories,laplace,16,64,0.734,666,68,20,246,0.912,0.9708454810495627,0.9073569482288828,0.924812030075188,0.9119999999999999,1.0
calories,laplace,16,66,0.737,670,67,14,249,0.919,0.97953216374269,0.9090909090909091,0.9467680608365019,0.9189999999999999,1.0
calories,laplace,16,68,0.744,669,75,10,246,0.915,0.9852724594992637,0.8991935483870968,0.9609375,0.9149999999999999,1.0
calories,laplace,16,70,0.741,684,57,12,247,0.931,0.9827586206896551,0.9230769230769231,0.9536679536679536,0.931,1.0
calories,laplace,32,2,0.838,800,38,11,151,0.951,0.9864364981504316,0.954653937947494,0.9320987654320988,0.951,1.0
calories,laplace,32,4,0.829,801,28,9,162,0.963,0.9888888888888889,0.9662243667068757,0.9473684210526315,0.963,1.0
calories,laplace,32,6,0.805,776,29,14,181,0.957,0.9822784810126582,0.9639751552795031,0.9282051282051282,0.957,1.0
calories,laplace,32,8,0.815,774,41,10,175,0.949,0.9872448979591837,0.9496932515337423,0.9459459459459459,0.949,1.0
calories,laplace,32,10,0.818,788,30,16,166,0.954,0.9800995024875622,0.9633251833740831,0.9120879120879121,0.954,1.0
calories,laplace,32,12,0.794,760,34,12,194,0.954,0.9844559585492227,0.9571788413098237,0.941747572815534,0.954,1.0
calories,laplace,32,14,0.786,758,28,13,201,0.959,0.9831387808041504,0.9643765903307888,0.9392523364485982,0.959,1.0
calories,laplace,32,16,0.804,763,41,12,184,0.947,0.984516129032258,0.9490049751243781,0.9387755102040817,0.947,1.0
calories,laplace,32,18,0.783,752,31,10,207,0.959,0.9868766404199475,0.9604086845466155,0.9539170506912442,0.959,1.0
calories,laplace,32,20,0.774,737,37,10,216,0.953,0.9866131191432396,0.9521963824289406,0.9557522123893806,0.953,1.0
calories,laplace,32,22,0.796,759,37,5,199,0.958,0.993455497382199,0.9535175879396985,0.9754901960784313,0.9580000000000001,1.0
calories,laplace,32,24,0.79,758,32,6,204,0.962,0.9921465968586387,0.959493670886076,0.9714285714285714,0.962,1.0
calories,laplace,32,26,0.799,767,32,12,189,0.956,0.9845956354300385,0.9599499374217773,0.9402985074626866,0.956,1.0
calories,laplace,32,28,0.783,749,34,5,212,0.961,0.993368700265252,0.9565772669220945,0.9769585253456221,0.9610000000000001,1.0
calories,laplace,32,30,0.793,769,24,13,194,0.963,0.9833759590792839,0.969735182849937,0.9371980676328503,0.963,1.0
calories,laplace,32,32,0.794,770,24,10,196,0.966,0.9871794871794872,0.9697732997481109,0.9514563106796117,0.9660000000000001,1.0
calories,laplace,32,34,0.757,734,23,10,233,0.967,0.9865591397849462,0.9696169088507266,0.9588477366255144,0.9670000000000001,1.0
calories,laplace,32,36,0.782,756,26,8,210,0.966,0.9895287958115183,0.9667519181585678,0.963302752293578,0.966,1.0
calories,laplace,32,38,0.762,729,33,7,231,0.96,0.9904891304347826,0.9566929133858267,0.9705882352941176,0.96,1.0
calories,laplace,32,40,0.766,731,35,12,222,0.953,0.9838492597577388,0.9543080939947781,0.9487179487179487,0.9530000000000001,1.0
calories,laplace,32,42,0.767,747,20,14,219,0.966,0.9816031537450722,0.9739243807040417,0.9399141630901288,0.966,1.0
calories,laplace,32,44,0.751,729,22,12,237,0.966,0.9838056680161943,0.9707057256990679,0.9518072289156626,0.966,1.0
calories,laplace,32,46,0.769,746,23,14,217,0.963,0.9815789473684211,0.9700910273081924,0.9393939393939394,0.963,1.0
calories,laplace,32,48,0.766,731,35,17,217,0.948,0.9772727272727273,0.9543080939947781,0.9273504273504274,0.9480000000000001,1.0
calories,laplace,32,50,0.717,690,27,16,267,0.957,0.9773371104815864,0.9623430962343096,0.9434628975265018,0.957,1.0
calories,laplace,32,52,0.714,689,25,14,272,0.961,0.9800853485064012,0.9649859943977591,0.951048951048951,0.961,1.0
calories,laplace,32,54,0.753,728,25,11,236,0.964,0.9851150202976996,0.9667994687915007,0.9554655870445344,0.964,1.0
calories,laplace,32,56,0.712,686,26,13,275,0.961,0.9814020028612304,0.9634831460674157,0.9548611111111112,0.961,1.0
calories,laplace,32,58,0.751,721,30,9,240,0.961,0.9876712328767123,0.9600532623169108,0.963855421686747,0.961,1.0
calories,laplace,32,60,0.749,725,24,11,240,0.965,0.9850543478260869,0.9679572763684913,0.9561752988047809,0.965,1.0
calories,laplace,32,62,0.728,698,30,11,261,0.959,0.9844851904090268,0.9587912087912088,0.9595588235294118,0.959,1.0
calories,laplace,32,64,0.725,702,23,12,263,0.965,0.9831932773109243,0.9682758620689655,0.9563636363636364,0.965,1.0
calories,laplace,32,66,0.713,698,15,15,272,0.97,0.9789621318373072,0.9789621318373072,0.9477351916376306,0.97,1.0
calories,laplace,32,68,0.706,689,17,11,283,0.972,0.9842857142857143,0.9759206798866855,0.9625850340136054,0.972,1.0
calories,laplace,32,70,0.73,696,34,12,258,0.954,0.9830508474576272,0.9534246575342465,0.9555555555555556,0.954,1.0
calories,laplace,64,2,0.844,832,12,9,147,0.979,0.9892984542211652,0.985781990521327,0.9423076923076923,0.979,1.0
calories,laplace,64,4,0.825,816,9,10,165,0.981,0.9878934624697336,0.9890909090909091,0.9428571428571428,0.981,1.0
calories,laplace,64,6,0.827,807,20,4,169,0.976,0.9950678175092479,0.9758162031438936,0.976878612716763,0.976,1.0
calories,laplace,64,8,0.816,803,13,9,175,0.978,0.9889162561576355,0.9840686274509803,0.9510869565217391,0.978,1.0
calories,laplace,64,10,0.842,828,14,8,150,0.978,0.9904306220095693,0.9833729216152018,0.9493670886075949,0.978,1.0
calories,laplace,64,12,0.822,812,10,6,172,0.984,0.9926650366748166,0.9878345498783455,0.9662921348314607,0.984,1.0
calories,laplace,64,14,0.814,800,14,13,173,0.973,0.984009840098401,0.9828009828009828,0.9301075268817204,0.973,1.0
calories,laplace,64,16,0.805,797,8,4,191,0.988,0.9950062421972534,0.9900621118012423,0.9794871794871794,0.988,1.0
calories,laplace,64,18,0.786,773,13,18,196,0.969,0.97724399494311,0.9834605597964376,0.9158878504672897,0.969,1.0
calories,laplace,64,20,0.782,768,14,6,212,0.98,0.9922480620155039,0.9820971867007673,0.9724770642201835,0.98,1.0
calories,laplace,64,22,0.774,763,11,12,214,0.977,0.984516129032258,0.9857881136950905,0.9469026548672567,0.977,1.0
calories,laplace,64,24,0.779,768,11,5,216,0.984,0.9935316946959897,0.9858793324775353,0.9773755656108597,0.984,1.0
calories,laplace,64,26,0.781,769,12,6,213,0.982,0.9922580645161291,0.9846350832266325,0.9726027397260274,0.982,1.0
calories,laplace,64,28,0.781,770,11,14,205,0.975,0.9821428571428571,0.9859154929577465,0.9360730593607306,0.975,1.0
calories,laplace,64,30,0.767,754,13,7,226,0.98,0.9908015768725361,0.9830508474576272,0.9699570815450643,0.98,1.0
calories,laplace,64,32,0.775,765,10,10,215,0.98,0.9870967741935484,0.9870967741935484,0.9555555555555556,0.98,1.0
calories,laplace,64,34,0.788,776,12,5,207,0.983,0.9935979513444302,0.9847715736040609,0.9764150943396226,0.983,1.0
calories,laplace,64,36,0.769,754,15,1,230,0.984,0.9986754966887417,0.9804941482444733,0.9956709956709957,0.984,1.0
calories,laplace,64,38,0.759,752,7,7,234,0.986,0.9907773386034255,0.9907773386034255,0.970954356846473,0.986,1.0
calories,laplace,64,40,0.76,750,10,12,228,0.978,0.984251968503937,0.9868421052631579,0.95,0.978,1.0
calories,laplace,64,42,0.736,726,10,5,259,0.985,0.9931600547195623,0.9864130434782609,0.9810606060606061,0.985,1.0
calories,laplace,64,44,0.781,772,9,5,214,0.986,0.9935649935649936,0.9884763124199744,0.9771689497716894,0.986,1.0
calories,laplace,64,46,0.743,736,7,9,248,0.984,0.9879194630872483,0.990578734858681,0.9649805447470817,0.984,1.0
calories,laplace,64,48,0.738,725,13,8,254,0.979,0.9890859481582538,0.9823848238482384,0.9694656488549618,0.979,1.0
calories,laplace,64,50,0.759,748,11,5,236,0.984,0.9933598937583001,0.9855072463768116,0.979253112033195,0.984,1.0
calories,laplace,64,52,0.731,719,12,5,264,0.983,0.9930939226519337,0.9835841313269493,0.9814126394052045,0.983,1.0
calories,laplace,64,54,0.744,733,11,9,247,0.98,0.9878706199460916,0.9852150537634409,0.96484375,0.98,1.0
calories,laplace,64,56,0.749,740,9,7,244,0.984,0.9906291834002677,0.9879839786381842,0.9721115537848606,0.984,1.0
calories,laplace,64,58,0.728,715,13,6,266,0.981,0.9916782246879334,0.9821428571428571,0.9779411764705882,0.981,1.0
calories,laplace,64,60,0.732,725,7,7,261,0.986,0.9904371584699454,0.9904371584699454,0.9738805970149254,0.986,1.0
calories,laplace,64,62,0.721,713,8,11,268,0.981,0.9848066298342542,0.9889042995839112,0.9605734767025089,0.981,1.0
calories,laplace,64,64,0.713,694,19,11,276,0.97,0.9843971631205674,0.9733520336605891,0.9616724738675958,0.97,1.0
calories,laplace,64,66,0.748,736,12,6,246,0.982,0.9919137466307277,0.983957219251337,0.9761904761904762,0.982,1.0
calories,laplace,64,68,0.72,713,7,7,273,0.986,0.9902777777777778,0.9902777777777778,0.975,0.986,1.0
calories,laplace,64,70,0.713,704,9,9,278,0.982,0.9873772791023843,0.9873772791023843,0.9686411149825784,0.982,1.0
calories,piecewise_sub,1,2,0.849,100,749,9,142,0.242,0.9174311926605505,0.11778563015312132,0.9403973509933775,0.24200000000000002,0.96
calories,piecewise_sub,1,4,0.833,110,723,7,160,0.27,0.9401709401709402,0.13205282112845138,0.9580838323353293,0.27,0.9545454545454546
calories,piecewise_sub,1,6,0.84,108,732,11,149,0.257,0.907563025210084,0.12857142857142856,0.93125,0.257,0.9814814814814815
calories,piecewise_sub,1,8,0.814,122,692,13,173,0.295,0.9037037037037037,0.14987714987714987,0.9301075268817204,0.29500000000000004,0.9590163934426229
calories,piecewise_sub,1,10,0.834,104,730,7,159,0.263,0.9369369369369369,0.12470023980815348,0.9578313253012049,0.263,0.9519230769230769
calories,piecewise_sub,1,12,0.793,97,696,9,198,0.295,0.9150943396226415,0.1223203026481715,0.9565217391304348,0.295,0.9072164948453608
calories,piecewise_sub,1,14,0.813,102,711,11,176,0.278,0.9026548672566371,0.12546125461254612,0.9411764705882353,0.278,0.9411764705882353
calories,piecewise_sub,1,16,0.812,97,715,10,178,0.275,0.9065420560747663,0.11945812807881774,0.9468085106382979,0.27499999999999997,0.9690721649484536
calories,piecewise_sub,1,18,0.802,89,713,13,185,0.274,0.8725490196078431,0.11097256857855362,0.9343434343434344,0.27399999999999997,0.9775280898876404
calories,piecewise_sub,1,20,0.78,100,680,22,198,0.298,0.819672131147541,0.1282051282051282,0.9,0.298,0.93
calories,piecewise_sub,1,22,0.797,127,670,12,191,0.318,0.9136690647482014,0.15934755332496864,0.9408866995073891,0.31799999999999995,0.937007874015748
calories,piecewise_sub,1,24,0.781,111,670,11,208,0.319,0.9098360655737705,0.14212548015364918,0.9497716894977168,0.31899999999999995,0.990990990990991
calories,piecewise_sub,1,26,0.793,112,681,15,192,0.304,0.8818897637795275,0.14123581336696092,0.927536231884058,0.304,1.0
calories,piecewise_sub,1,28,0.779,108,671,7,214,0.322,0.9391304347826087,0.1386392811296534,0.9683257918552036,0.32199999999999995,0.9907407407407407
calories,piecewise_sub,1,30,0.75,108,642,11,239,0.347,0.907563025210084,0.144,0.956,0.347,0.9629629629629629
calories,piecewise_sub,1,32,0.783,103,680,6,211,0.314,0.944954128440367,0.13154533844189017,0.9723502304147466,0.31399999999999995,0.9611650485436893
calories,piecewise_sub,1,34,0.753,99,654,7,240,0.339,0.9339622641509434,0.13147410358565736,0.97165991902834,0.33899999999999997,0.9595959595959596
calories,piecewise_sub,1,36,0.77,103,667,17,213,0.316,0.8583333333333333,0.13376623376623376,0.9260869565217391,0.31599999999999995,0.970873786407767
calories,piecewise_sub,1,38,0.77,109,661,12,218,0.327,0.9008264462809917,0.14155844155844155,0.9478260869565217,0.32699999999999996,0.9908256880733946
calories,piecewise_sub,1,40,0.754,107,647,15,231,0.338,0.8770491803278688,0.1419098143236074,0.9390243902439024,0.33799999999999997,0.9813084112149533
calories,piecewise_sub,1,42,0.751,98,653,13,236,0.334,0.8828828828828829,0.13049267643142476,0.9477911646586346,0.334,0.9897959183673469
calories,piecewise_sub,1,44,0.758,104,654,15,227,0.331,0.8739495798319328,0.13720316622691292,0.9380165289256198,0.33099999999999996,0.9711538461538461
calories,piecewise_sub,1,46,0.761,92,669,10,229,0.321,0.9019607843137255,0.12089356110381078,0.9581589958158996,0.32099999999999995,0.967391304347826
calories,piecewise_sub,1,48,0.755,104,651,14,231,0.335,0.8813559322033898,0.13774834437086092,0.9428571428571428,0.33499999999999996,0.9519230769230769
calories,piecewise_sub,1,50,0.741,112,629,11,248,0.36,0.9105691056910569,0.15114709851551958,0.9575289575289575,0.36,0.9732142857142857
calories,piecewise_sub,1,52,0.737,100,637,14,249,0.349,0.8771929824561403,0.13568521031207598,0.9467680608365019,0.349,0.96
calories,piecewise_sub,1,54,0.751,105,646,12,237,0.342,0.8974358974358975,0.13981358189081225,0.9518072289156626,0.34199999999999997,0.9523809523809523
calories,piecewise_sub,1,56,0.729,92,637,17,254,0.346,0.8440366972477065,0.1262002743484225,0.9372693726937269,0.346,0.967391304347826
calories,piecewise_sub,1,58,0.736,97,639,16,248,0.345,0.8584070796460177,0.13179347826086957,0.9393939393939394,0.34500000000000003,0.9587628865979382
calories,piecewise_sub,1,60,0.739,99,640,13,248,0.347,0.8839285714285714,0.13396481732070364,0.9501915708812261,0.34700000000000003,0.98989898989899
calories,piecewise_sub,1,62,0.756,110,646,13,231,0.341,0.8943089430894309,0.1455026455026455,0.9467213114754098,0.34099999999999997,0.990909090909091
calories,piecewise_sub,1,64,0.725,84,641,13,262,0.346,0.865979381443299,0.11586206896551725,0.9527272727272728,0.34600000000000003,0.9880952380952381
calories,piecewise_sub,1,66,0.728,93,635,21,251,0.344,0.8157894736842105,0.12774725274725274,0.9227941176470589,0.34400000000000003,0.956989247311828
calories,piecewise_sub,1,68,0.733,88,645,12,255,0.343,0.88,0.12005457025920874,0.9550561797752809,0.343,0.9431818181818182
calories,piecewise_sub,1,70,0.712,115,597,18,270,0.385,0.8646616541353384,0.16151685393258428,0.9375,0.385,0.9652173913043478
calories,piecewise_sub,2,2,0.83,281,549,11,159,0.44,0.9623287671232876,0.3385542168674699,0.9352941176470588,0.44,0.99644128113879
calories,piecewise_sub,2,4,0.825,293,532,8,167,0.46,0.973421926910299,0.35515151515151516,0.9542857142857143,0.46,0.9931740614334471
calories,piecewise_sub,2,6,0.797,290,507,10,193,0.483,0.9666666666666667,0.36386449184441655,0.9507389162561576,0.48299999999999993,1.0
calories,piecewise_sub,2,8,0.825,301,524,10,165,0.466,0.9678456591639871,0.36484848484848487,0.9428571428571428,0.466,0.9933554817275747
calories,piecewise_sub,2,10,0.831,300,531,14,155,0.455,0.9554140127388535,0.36101083032490977,0.9171597633136095,0.455,1.0
calories,piecewise_sub,2,12,0.807,314,493,8,185,0.499,0.9751552795031055,0.38909541511771994,0.9585492227979274,0.49899999999999994,1.0
calories,piecewise_sub,2,14,0.806,327,479,13,181,0.508,0.961764705882353,0.4057071960297767,0.9329896907216495,0.508,1.0
calories,piecewise_sub,2,16,0.815,319,496,8,177,0.496,0.9755351681957186,0.3914110429447853,0.9567567567567568,0.49600000000000005,0.9937304075235109
calories,piecewise_sub,2,18,0.773,288,485,5,222,0.51,0.9829351535836177,0.37257438551099614,0.9779735682819384,0.51,0.9930555555555556
calories,piecewise_sub,2,20,0.8,322,478,13,187,0.509,0.9611940298507463,0.4025,0.935,0.509,0.9968944099378882
calories,piecewise_sub,2,22,0.784,302,482,7,209,0.511,0.9773462783171522,0.3852040816326531,0.9675925925925926,0.511,1.0
calories,piecewise_sub,2,24,0.782,318,464,11,207,0.525,0.9665653495440729,0.40664961636828645,0.9495412844036697,0.5249999999999999,1.0
calories,piecewise_sub,2,26,0.79,294,496,12,198,0.492,0.9607843137254902,0.3721518987341772,0.9428571428571428,0.49199999999999994,0.9965986394557823
calories,piecewise_sub,2,28,0.791,297,494,7,202,0.499,0.9769736842105263,0.3754740834386852,0.9665071770334929,0.499,0.9966329966329966
calories,piecewise_sub,2,30,0.76,296,464,9,231,0.527,0.9704918032786886,0.3894736842105263,0.9625,0.5269999999999999,0.9932432432432432
calories,piecewise_sub,2,32,0.795,320,475,8,197,0.517,0.975609756097561,0.4025157232704403,0.9609756097560975,0.5169999999999999,1.0
calories,piecewise_sub,2,34,0.754,285,469,18,228,0.513,0.9405940594059405,0.3779840848806366,0.926829268292683,0.513,1.0
calories,piecewise_sub,2,36,0.765,286,479,8,227,0.513,0.9727891156462585,0.3738562091503268,0.9659574468085106,0.513,0.9965034965034965
calories,piecewise_sub,2,38,0.772,310,462,12,216,0.526,0.9627329192546584,0.4015544041450777,0.9473684210526315,0.526,1.0
calories,piecewise_sub,2,40,0.763,311,452,21,216,0.527,0.9367469879518072,0.4076015727391874,0.9113924050632911,0.5269999999999999,1.0
calories,piecewise_sub,2,42,0.759,287,472,7,234,0.521,0.9761904761904762,0.37812911725955206,0.970954356846473,0.521,1.0
calories,piecewise_sub,2,44,0.771,282,489,17,212,0.494,0.9431438127090301,0.3657587548638132,0.925764192139738,0.494,1.0
calories,piecewise_sub,2,46,0.756,288,468,7,237,0.525,0.976271186440678,0.38095238095238093,0.9713114754098361,0.5249999999999999,1.0
calories,piecewise_sub,2,48,0.759,286,473,12,229,0.515,0.959731543624161,0.37681159420289856,0.950207468879668,0.515,0.9965034965034965
calories,piecewise_sub,2,50,0.736,279,457,15,249,0.528,0.9489795918367347,0.37907608695652173,0.9431818181818182,0.528,1.0
calories,piecewise_sub,2,52,0.728,302,426,12,260,0.562,0.9617834394904459,0.41483516483516486,0.9558823529411765,0.562,1.0
calories,piecewise_sub,2,54,0.745,293,452,14,241,0.534,0.9543973941368078,0.3932885906040268,0.9450980392156862,0.534,0.9965870307167235
calories,piecewise_sub,2,56,0.709,290,419,18,273,0.563,0.9415584415584416,0.4090267983074753,0.9381443298969072,0.563,0.996551724137931
calories,piecewise_sub,2,58,0.743,297,446,12,245,0.542,0.9611650485436893,0.3997308209959623,0.953307392996109,0.542,1.0
calories,piecewise_sub,2,60,0.765,313,452,10,225,0.538,0.9690402476780186,0.4091503267973856,0.9574468085106383,0.538,0.9968051118210862
calories,piecewise_sub,2,62,0.7,286,414,15,285,0.571,0.9501661129568106,0.4085714285714286,0.95,0.571,1.0
calories,piecewise_sub,2,64,0.736,307,429,14,250,0.557,0.956386292834891,0.4171195652173913,0.946969696969697,0.5569999999999999,0.996742671009772
calories,piecewise_sub,2,66,0.708,273,435,13,279,0.552,0.9545454545454546,0.3855932203389831,0.9554794520547946,0.552,1.0
calories,piecewise_sub,2,68,0.724,301,423,18,258,0.559,0.9435736677115988,0.4157458563535912,0.9347826086956522,0.5589999999999999,1.0
calories,piecewise_sub,2,70,0.715,287,428,20,265,0.552,0.9348534201954397,0.4013986013986014,0.9298245614035088,0.552,1.0
calories,piecewise_sub,4,2,0.837,633,204,7,156,0.789,0.9890625,0.7562724014336918,0.9570552147239264,0.789,1.0
calories,piecewise_sub,4,4,0.829,647,182,11,160,0.807,0.9832826747720365,0.7804583835946924,0.935672514619883,0.807,1.0
calories,piecewise_sub,4,6,0.828,649,179,15,157,0.806,0.9774096385542169,0.783816425120773,0.9127906976744186,0.806,1.0
calories,piecewise_sub,4,8,0.818,611,207,16,166,0.777,0.9744816586921851,0.7469437652811736,0.9120879120879121,0.777,0.9983633387888707
calories,piecewise_sub,4,10,0.82,645,175,10,170,0.815,0.9847328244274809,0.7865853658536586,0.9444444444444444,0.8150000000000001,1.0
calories,piecewise_sub,4,12,0.834,643,191,8,158,0.801,0.9877112135176651,0.7709832134292566,0.9518072289156626,0.8009999999999999,1.0
calories,piecewise_sub,4,14,0.82,650,170,20,160,0.81,0.9701492537313433,0.7926829268292683,0.8888888888888888,0.81,1.0
calories,piecewise_sub,4,16,0.82,645,175,14,166,0.811,0.9787556904400607,0.7865853658536586,0.9222222222222223,0.811,1.0
calories,piecewise_sub,4,18,0.829,643,186,6,165,0.808,0.9907550077041603,0.7756332931242461,0.9649122807017544,0.808,1.0
calories,piecewise_sub,4,20,0.823,638,185,5,172,0.81,0.9922239502332815,0.7752126366950183,0.9717514124293786,0.81,1.0
calories,piecewise_sub,4,22,0.789,640,149,17,194,0.834,0.974124809741248,0.8111533586818758,0.919431279620853,0.834,1.0
