attribute,mechanism,eps,n_users,p_rate,tp,fn,fp,tn,accuracy,precision,recall,specificity,balanced_accuracy,t_agree_rate
steps,laplace,1,36,0.738,152,586,12,250,0.402,0.926829268292683,0.20596205962059622,0.9541984732824428,0.402,0.9736842105263158
steps,laplace,1,38,0.762,158,604,13,225,0.383,0.9239766081871345,0.2073490813648294,0.9453781512605042,0.383,0.9810126582278481
steps,laplace,1,40,0.747,176,571,14,239,0.415,0.9263157894736842,0.23560910307898258,0.9446640316205533,0.415,0.9772727272727273
steps,laplace,1,42,0.736,146,590,19,245,0.391,0.8848484848484849,0.1983695652173913,0.928030303030303,0.391,0.9931506849315068
steps,laplace,1,44,0.763,146,617,6,231,0.377,0.9605263157894737,0.1913499344692005,0.9746835443037974,0.377,0.958904109589041
steps,laplace,1,46,0.749,161,588,17,234,0.395,0.9044943820224719,0.21495327102803738,0.9322709163346613,0.395,0.9751552795031055
steps,laplace,1,48,0.734,169,565,16,250,0.419,0.9135135135135135,0.23024523160762944,0.9398496240601504,0.41900000000000004,0.9881656804733728
steps,laplace,1,50,0.772,165,607,20,208,0.373,0.8918918918918919,0.21373056994818654,0.9122807017543859,0.373,0.9878787878787879
steps,laplace,1,52,0.753,171,582,15,232,0.403,0.9193548387096774,0.22709163346613545,0.9392712550607287,0.40299999999999997,0.9883040935672515
steps,laplace,1,54,0.728,168,560,7,265,0.433,0.96,0.23076923076923078,0.9742647058823529,0.43300000000000005,1.0
steps,laplace,1,56,0.736,169,567,11,253,0.422,0.9388888888888889,0.2296195652173913,0.9583333333333334,0.422,0.9763313609467456
steps,laplace,1,58,0.719,165,554,11,270,0.435,0.9375,0.22948539638386647,0.9608540925266904,0.435,0.9636363636363636
steps,laplace,1,60,0.733,137,596,13,254,0.391,0.9133333333333333,0.1869031377899045,0.951310861423221,0.391,0.9854014598540146
steps,laplace,1,62,0.724,151,573,12,264,0.415,0.9263803680981595,0.2085635359116022,0.9565217391304348,0.41500000000000004,0.9867549668874173
steps,laplace,1,64,0.735,163,572,14,251,0.414,0.9209039548022598,0.2217687074829932,0.9471698113207547,0.41400000000000003,0.9815950920245399
steps,laplace,1,66,0.749,158,591,9,242,0.4,0.9461077844311377,0.2109479305740988,0.9641434262948207,0.4,0.9873417721518988
steps,laplace,1,68,0.752,166,586,10,238,0.404,0.9431818181818182,0.22074468085106383,0.9596774193548387,0.404,1.0
steps,laplace,1,70,0.708,162,546,21,271,0.433,0.8852459016393442,0.2288135593220339,0.928082191780822,0.43300000000000005,1.0
steps,laplace,2,2,0.757,346,411,11,232,0.578,0.969187675070028,0.4570673712021136,0.9547325102880658,0.578,1.0
steps,laplace,2,4,0.736,339,397,12,252,0.591,0.9658119658119658,0.46059782608695654,0.9545454545454546,0.591,1.0
steps,laplace,2,6,0.762,380,382,14,224,0.604,0.9644670050761421,0.49868766404199477,0.9411764705882353,0.604,1.0
steps,laplace,2,8,0.788,375,413,7,205,0.58,0.981675392670157,0.47588832487309646,0.9669811320754716,0.58,1.0
steps,laplace,2,10,0.778,370,408,13,209,0.579,0.9660574412532638,0.4755784061696658,0.9414414414414415,0.579,1.0
steps,laplace,2,12,0.768,372,396,8,224,0.596,0.9789473684210527,0.484375,0.9655172413793104,0.596,1.0
steps,laplace,2,14,0.784,360,424,15,201,0.561,0.96,0.45918367346938777,0.9305555555555556,0.561,1.0
steps,laplace,2,16,0.755,380,375,16,229,0.609,0.9595959595959596,0.5033112582781457,0.9346938775510204,0.609,1.0
steps,laplace,2,18,0.772,378,394,13,215,0.593,0.9667519181585678,0.4896373056994819,0.9429824561403509,0.593,1.0
steps,laplace,2,20,0.755,360,395,9,236,0.596,0.975609756097561,0.4768211920529801,0.963265306122449,0.596,0.9944444444444445
steps,laplace,2,22,0.763,382,381,14,223,0.605,0.9646464646464646,0.5006553079947575,0.9409282700421941,0.605,0.9973821989528796
steps,laplace,2,24,0.782,367,415,14,204,0.571,0.963254593175853,0.46930946291560105,0.9357798165137615,0.5710000000000001,1.0
steps,laplace,2,26,0.77,345,425,9,221,0.566,0.9745762711864406,0.44805194805194803,0.9608695652173913,0.566,1.0
steps,laplace,2,28,0.77,366,404,14,216,0.582,0.9631578947368421,0.4753246753246753,0.9391304347826087,0.582,1.0
steps,laplace,2,30,0.753,348,405,8,239,0.587,0.9775280898876404,0.46215139442231074,0.9676113360323887,0.587,1.0
steps,laplace,2,32,0.757,365,392,14,229,0.594,0.9630606860158312,0.4821664464993395,0.9423868312757202,0.594,1.0
steps,laplace,2,34,0.734,387,347,11,255,0.642,0.9723618090452262,0.5272479564032697,0.9586466165413534,0.6419999999999999,1.0
steps,laplace,2,36,0.774,361,413,11,215,0.576,0.9704301075268817,0.4664082687338501,0.9513274336283186,0.576,1.0
steps,laplace,2,38,0.758,364,394,15,227,0.591,0.9604221635883905,0.48021108179419525,0.9380165289256198,0.591,1.0
steps,laplace,2,40,0.762,387,375,11,227,0.614,0.9723618090452262,0.5078740157480315,0.9537815126050421,0.614,1.0
steps,laplace,2,42,0.762,365,397,17,221,0.586,0.9554973821989529,0.479002624671916,0.9285714285714286,0.586,0.9945205479452055
steps,laplace,2,44,0.733,351,382,14,253,0.604,0.9616438356164384,0.47885402455661663,0.947565543071161,0.604,1.0
steps,laplace,2,46,0.766,364,402,9,225,0.589,0.9758713136729222,0.4751958224543081,0.9615384615384616,0.589,1.0
steps,laplace,2,48,0.769,388,381,14,217,0.605,0.9651741293532339,0.5045513654096229,0.9393939393939394,0.605,1.0
steps,laplace,2,50,0.752,368,384,14,234,0.602,0.9633507853403142,0.48936170212765956,0.9435483870967742,0.602,1.0
steps,laplace,2,52,0.745,366,379,8,247,0.613,0.9786096256684492,0.4912751677852349,0.9686274509803922,0.613,1.0
steps,laplace,2,54,0.751,362,389,11,238,0.6,0.9705093833780161,0.48202396804260983,0.9558232931726908,0.6,1.0
steps,laplace,2,56,0.733,361,372,13,254,0.615,0.9652406417112299,0.4924965893587995,0.951310861423221,0.615,1.0
steps,laplace,2,58,0.739,385,354,19,242,0.627,0.9529702970297029,0.5209742895805142,0.9272030651340997,0.627,1.0
steps,laplace,2,60,0.739,376,363,10,251,0.627,0.9740932642487047,0.5087956698240866,0.9616858237547893,0.627,0.9973404255319149
steps,laplace,2,62,0.743,384,359,19,238,0.622,0.9528535980148883,0.5168236877523553,0.9260700389105059,0.622,0.9973958333333334
steps,laplace,2,64,0.75,351,399,17,233,0.584,0.9538043478260869,0.468,0.932,0.5840000000000001,1.0
steps,laplace,2,66,0.71,365,345,17,273,0.638,0.9554973821989529,0.5140845070422535,0.9413793103448276,0.638,1.0
steps,laplace,2,68,0.736,365,371,15,249,0.614,0.9605263157894737,0.49592391304347827,0.9431818181818182,0.614,0.9972602739726028
steps,laplace,2,70,0.756,379,377,17,227,0.606,0.9570707070707071,0.5013227513227513,0.930327868852459,0.6059999999999999,1.0
steps,laplace,4,2,0.717,503,214,16,267,0.77,0.9691714836223507,0.701534170153417,0.9434628975265018,0.77,1.0
steps,laplace,4,4,0.784,568,216,11,205,0.773,0.9810017271157168,0.7244897959183674,0.9490740740740741,0.773,1.0
steps,laplace,4,6,0.764,568,196,9,227,0.795,0.9844020797227037,0.743455497382199,0.961864406779661,0.795,1.0
steps,laplace,4,8,0.783,580,203,10,207,0.787,0.9830508474576272,0.7407407407407407,0.9539170506912442,0.7869999999999999,1.0
steps,laplace,4,10,0.746,540,206,11,243,0.783,0.9800362976406534,0.7238605898123325,0.9566929133858267,0.783,1.0
steps,laplace,4,12,0.793,602,191,15,192,0.794,0.9756888168557536,0.7591424968474149,0.927536231884058,0.7939999999999999,1.0
steps,laplace,4,14,0.767,583,184,15,218,0.801,0.9749163879598662,0.7601043024771839,0.9356223175965666,0.801,1.0
steps,laplace,4,16,0.802,633,169,16,182,0.815,0.975346687211094,0.7892768079800498,0.9191919191919192,0.815,1.0
steps,laplace,4,18,0.788,600,188,7,205,0.805,0.9884678747940692,0.7614213197969543,0.9669811320754716,0.8049999999999999,1.0
steps,laplace,4,20,0.789,603,186,10,201,0.804,0.9836867862969005,0.7642585551330798,0.95260663507109,0.8039999999999999,1.0
steps,laplace,4,22,0.771,584,187,11,218,0.802,0.9815126050420168,0.7574578469520103,0.9519650655021834,0.8019999999999999,1.0
steps,laplace,4,24,0.744,564,180,15,241,0.805,0.9740932642487047,0.7580645161290323,0.94140625,0.8049999999999999,1.0
steps,laplace,4,26,0.778,588,190,17,205,0.793,0.971900826446281,0.7557840616966581,0.9234234234234234,0.793,1.0
steps,laplace,4,28,0.764,595,169,18,218,0.813,0.9706362153344209,0.7787958115183246,0.923728813559322,0.813,1.0
steps,laplace,4,30,0.762,595,167,15,223,0.818,0.9754098360655737,0.7808398950131233,0.9369747899159664,0.818,1.0
steps,laplace,4,32,0.753,579,174,18,229,0.808,0.9698492462311558,0.7689243027888446,0.9271255060728745,0.8079999999999999,1.0
steps,laplace,4,34,0.78,612,168,16,204,0.816,0.9745222929936306,0.7846153846153846,0.9272727272727272,0.816,1.0
steps,laplace,4,36,0.757,568,189,12,231,0.799,0.9793103448275862,0.750330250990753,0.9506172839506173,0.799,1.0
steps,laplace,4,38,0.78,600,180,10,210,0.81,0.9836065573770492,0.7692307692307693,0.9545454545454546,0.81,1.0
steps,laplace,4,40,0.756,575,181,14,230,0.805,0.9762308998302207,0.7605820105820106,0.9426229508196722,0.8049999999999999,1.0
steps,laplace,4,42,0.759,563,196,14,227,0.79,0.975736568457539,0.7417654808959157,0.941908713692946,0.7899999999999999,1.0
steps,laplace,4,44,0.729,561,168,12,259,0.82,0.9790575916230366,0.7695473251028807,0.955719557195572,0.8200000000000001,1.0
steps,laplace,4,46,0.774,597,177,11,215,0.812,0.9819078947368421,0.7713178294573644,0.9513274336283186,0.812,1.0
steps,laplace,4,48,0.731,545,186,16,253,0.798,0.9714795008912656,0.7455540355677155,0.9405204460966543,0.798,1.0
steps,laplace,4,50,0.769,598,171,8,223,0.821,0.9867986798679867,0.7776332899869961,0.9653679653679653,0.821,1.0
steps,laplace,4,52,0.76,594,166,17,223,0.817,0.972176759410802,0.781578947368421,0.9291666666666667,0.817,1.0
steps,laplace,4,54,0.731,559,172,14,255,0.814,0.9755671902268761,0.7647058823529411,0.9479553903345725,0.814,1.0
steps,laplace,4,56,0.724,557,167,9,267,0.824,0.9840989399293286,0.7693370165745856,0.967391304347826,0.824,1.0
steps,laplace,4,58,0.73,565,165,20,250,0.815,0.9658119658119658,0.773972602739726,0.9259259259259259,0.815,1.0
steps,laplace,4,60,0.74,583,157,15,245,0.828,0.9749163879598662,0.7878378378378378,0.9423076923076923,0.828,1.0
steps,laplace,4,62,0.746,543,203,14,240,0.783,0.9748653500897666,0.7278820375335121,0.9448818897637795,0.783,1.0
steps,laplace,4,64,0.727,546,181,14,259,0.805,0.975,0.7510316368638239,0.9487179487179487,0.8049999999999999,1.0
steps,laplace,4,66,0.744,574,170,13,243,0.817,0.9778534923339012,0.771505376344086,0.94921875,0.817,1.0
steps,laplace,4,68,0.72,545,175,10,270,0.815,0.9819819819819819,0.7569444444444444,0.9642857142857143,0.815,1.0
steps,laplace,4,70,0.764,577,187,15,221,0.798,0.9746621621621622,0.7552356020942408,0.9364406779661016,0.7979999999999999,1.0
steps,laplace,8,2,0.726,641,85,12,262,0.903,0.9816232771822359,0.8829201101928374,0.9562043795620438,0.903,1.0
steps,laplace,8,4,0.777,690,87,8,215,0.905,0.9885386819484241,0.888030888030888,0.9641255605381166,0.905,1.0
steps,laplace,8,6,0.766,704,62,15,219,0.923,0.9791376912378303,0.9190600522193212,0.9358974358974359,0.923,1.0
steps,laplace,8,8,0.793,733,60,15,192,0.925,0.9799465240641712,0.9243379571248423,0.927536231884058,0.9249999999999999,1.0
steps,laplace,8,10,0.785,706,79,18,197,0.903,0.9751381215469613,0.8993630573248408,0.9162790697674419,0.903,1.0
steps,laplace,8,12,0.776,706,70,13,211,0.917,0.9819193324061196,0.9097938144329897,0.9419642857142857,0.9169999999999999,1.0
steps,laplace,8,14,0.763,700,63,14,223,0.923,0.9803921568627451,0.9174311926605505,0.9409282700421941,0.923,1.0
steps,laplace,8,16,0.781,719,62,13,206,0.925,0.98224043715847,0.9206145966709347,0.9406392694063926,0.925,1.0
steps,laplace,8,18,0.779,709,70,10,211,0.92,0.9860917941585535,0.9101412066752247,0.9547511312217195,0.92,1.0
steps,laplace,8,20,0.765,686,79,9,226,0.912,0.9870503597122302,0.8967320261437909,0.9617021276595744,0.912,1.0
steps,laplace,8,22,0.764,697,67,8,228,0.925,0.9886524822695035,0.912303664921466,0.9661016949152542,0.925,1.0
steps,laplace,8,24,0.769,707,62,12,219,0.926,0.9833101529902643,0.9193758127438232,0.948051948051948,0.926,1.0
steps,laplace,8,26,0.772,697,75,14,214,0.911,0.980309423347398,0.9028497409326425,0.9385964912280702,0.9109999999999999,1.0
steps,laplace,8,28,0.762,689,73,26,212,0.901,0.9636363636363636,0.9041994750656168,0.8907563025210085,0.901,1.0
steps,laplace,8,30,0.76,704,56,8,232,0.936,0.9887640449438202,0.9263157894736842,0.9666666666666667,0.9359999999999999,1.0
steps,laplace,8,32,0.794,722,72,14,192,0.914,0.9809782608695652,0.9093198992443325,0.9320388349514563,0.914,1.0
steps,laplace,8,34,0.766,699,67,10,224,0.923,0.9858956276445698,0.912532637075718,0.9572649572649573,0.9229999999999999,1.0
steps,laplace,8,36,0.761,678,83,15,224,0.902,0.9783549783549783,0.8909329829172142,0.9372384937238494,0.902,1.0
steps,laplace,8,38,0.764,703,61,19,217,0.92,0.9736842105263158,0.9201570680628273,0.9194915254237288,0.92,1.0
steps,laplace,8,40,0.765,697,68,11,224,0.921,0.9844632768361582,0.9111111111111111,0.9531914893617022,0.9209999999999999,1.0
steps,laplace,8,42,0.767,695,72,18,215,0.91,0.9747545582047685,0.9061277705345502,0.9227467811158798,0.9099999999999999,1.0
steps,laplace,8,44,0.752,690,62,11,237,0.927,0.9843081312410842,0.9175531914893617,0.9556451612903226,0.9269999999999999,1.0
steps,laplace,8,46,0.749,685,64,18,233,0.918,0.9743954480796586,0.9145527369826435,0.9282868525896414,0.9179999999999999,1.0
steps,laplace,8,48,0.764,680,84,19,217,0.897,0.9728183118741058,0.8900523560209425,0.9194915254237288,0.897,1.0
steps,laplace,8,50,0.743,683,60,12,245,0.928,0.9827338129496402,0.9192462987886945,0.953307392996109,0.9279999999999999,1.0
steps,laplace,8,52,0.733,672,61,15,252,0.924,0.9781659388646288,0.9167803547066848,0.9438202247191011,0.9239999999999999,1.0
steps,laplace,8,54,0.771,710,61,13,216,0.926,0.9820193637621023,0.920881971465629,0.9432314410480349,0.9259999999999999,1.0
steps,laplace,8,56,0.733,672,61,19,248,0.92,0.9725036179450073,0.9167803547066848,0.9288389513108615,0.9199999999999999,1.0
steps,laplace,8,58,0.755,691,64,14,231,0.922,0.9801418439716312,0.9152317880794701,0.9428571428571428,0.9219999999999999,1.0
steps,laplace,8,60,0.743,669,74,9,248,0.917,0.9867256637168141,0.9004037685060565,0.9649805447470817,0.917,1.0
steps,laplace,8,62,0.732,650,82,13,255,0.905,0.9803921568627451,0.8879781420765027,0.9514925373134329,0.905,1.0
steps,laplace,8,64,0.747,692,55,15,238,0.93,0.9787835926449788,0.9263721552878179,0.9407114624505929,0.9299999999999999,1.0
steps,laplace,8,66,0.712,631,81,20,268,0.899,0.9692780337941628,0.8862359550561798,0.9305555555555556,0.899,1.0
steps,laplace,8,68,0.717,666,51,13,270,0.936,0.9808541973490427,0.9288702928870293,0.9540636042402827,0.9359999999999999,1.0
steps,laplace,8,70,0.72,652,68,17,263,0.915,0.9745889387144993,0.9055555555555556,0.9392857142857143,0.915,1.0
steps,laplace,16,2,0.745,709,36,11,244,0.953,0.9847222222222223,0.9516778523489933,0.9568627450980393,0.953,1.0
steps,laplace,16,4,0.759,736,23,12,229,0.965,0.983957219251337,0.9696969696969697,0.950207468879668,0.965,1.0
steps,laplace,16,6,0.76,736,24,16,224,0.96,0.9787234042553191,0.968421052631579,0.9333333333333333,0.96,1.0
steps,laplace,16,8,0.813,783,30,6,181,0.964,0.9923954372623575,0.9630996309963099,0.9679144385026738,0.964,1.0
steps,laplace,16,10,0.785,757,28,8,207,0.964,0.9895424836601308,0.9643312101910828,0.9627906976744186,0.964,1.0
steps,laplace,16,12,0.778,747,31,6,216,0.963,0.9920318725099602,0.9601542416452442,0.972972972972973,0.963,1.0
steps,laplace,16,14,0.759,732,27,7,234,0.966,0.9905277401894452,0.9644268774703557,0.970954356846473,0.966,1.0
steps,laplace,16,16,0.772,749,23,11,217,0.966,0.9855263157894737,0.9702072538860104,0.9517543859649122,0.966,1.0
steps,laplace,16,18,0.775,748,27,10,215,0.963,0.9868073878627969,0.9651612903225807,0.9555555555555556,0.9630000000000001,1.0
steps,laplace,16,20,0.761,733,28,13,226,0.959,0.982573726541555,0.9632063074901446,0.9456066945606695,0.959,1.0
steps,laplace,16,22,0.758,741,17,13,229,0.97,0.9827586206896551,0.9775725593667546,0.9462809917355371,0.97,1.0
steps,laplace,16,24,0.747,726,21,10,243,0.969,0.9864130434782609,0.9718875502008032,0.9604743083003953,0.969,1.0
steps,laplace,16,26,0.768,741,27,17,215,0.956,0.9775725593667546,0.96484375,0.9267241379310345,0.956,1.0
steps,laplace,16,28,0.752,732,20,9,239,0.971,0.9878542510121457,0.973404255319149,0.9637096774193549,0.971,1.0
steps,laplace,16,30,0.751,719,32,14,235,0.954,0.9809004092769441,0.9573901464713716,0.9437751004016064,0.9540000000000001,1.0
steps,laplace,16,32,0.762,737,25,11,227,0.964,0.9852941176470589,0.9671916010498688,0.9537815126050421,0.964,1.0
steps,laplace,16,34,0.77,749,21,8,222,0.971,0.9894319682959049,0.9727272727272728,0.9652173913043478,0.971,1.0
steps,laplace,16,36,0.767,737,30,20,213,0.95,0.9735799207397622,0.9608865710560626,0.9141630901287554,0.95,1.0
steps,laplace,16,38,0.75,734,16,9,241,0.975,0.9878869448183042,0.9786666666666667,0.964,0.975,1.0
steps,laplace,16,40,0.77,742,28,10,220,0.962,0.9867021276595744,0.9636363636363636,0.9565217391304348,0.962,1.0
steps,laplace,16,42,0.772,734,38,14,214,0.948,0.9812834224598931,0.9507772020725389,0.9385964912280702,0.9480000000000001,1.0
steps,laplace,16,44,0.728,715,13,14,258,0.973,0.9807956104252401,0.9821428571428571,0.9485294117647058,0.973,1.0
steps,laplace,16,46,0.745,718,27,11,244,0.962,0.9849108367626886,0.963758389261745,0.9568627450980393,0.962,1.0
steps,laplace,16,48,0.766,739,27,12,222,0.961,0.9840213049267643,0.9647519582245431,0.9487179487179487,0.961,1.0
steps,laplace,16,50,0.746,713,33,10,244,0.957,0.9861687413554634,0.9557640750670241,0.9606299212598425,0.957,1.0
steps,laplace,16,52,0.734,710,24,15,251,0.961,0.9793103448275862,0.9673024523160763,0.943609022556391,0.961,1.0
steps,laplace,16,54,0.746,727,19,11,243,0.97,0.9850948509485095,0.9745308310991957,0.9566929133858267,0.97,1.0
steps,laplace,16,56,0.739,716,23,11,250,0.966,0.984869325997249,0.9688768606224628,0.9578544061302682,0.966,1.0
steps,laplace,16,58,0.716,691,25,14,270,0.961,0.9801418439716312,0.9650837988826816,0.9507042253521126,0.961,1.0
steps,laplace,16,60,0.741,710,31,15,244,0.954,0.9793103448275862,0.9581646423751687,0.9420849420849421,0.9540000000000001,1.0
steps,laplace,16,62,0.756,731,25,8,236,0.967,0.9891745602165088,0.966931216931217,0.9672131147540983,0.967,1.0
steps,laplace,16,64,0.735,712,23,12,253,0.965,0.9834254143646409,0.9687074829931973,0.9547169811320755,0.965,1.0
steps,laplace,16,66,0.723,697,26,8,269,0.966,0.9886524822695035,0.9640387275242047,0.9711191335740073,0.966,1.0
steps,laplace,16,68,0.709,691,18,14,277,0.968,0.9801418439716312,0.9746121297602257,0.9518900343642611,0.968,1.0
steps,laplace,16,70,0.737,716,21,11,252,0.968,0.984869325997249,0.9715061058344641,0.9581749049429658,0.968,1.0
steps,laplace,32,2,0.742,722,20,5,253,0.975,0.9931224209078404,0.9730458221024259,0.9806201550387597,0.975,1.0
steps,laplace,32,4,0.759,745,14,12,229,0.974,0.9841479524438573,0.9815546772068511,0.950207468879668,0.974,1.0
steps,laplace,32,6,0.754,735,19,4,242,0.977,0.9945872801082544,0.9748010610079576,0.983739837398374,0.977,1.0
steps,laplace,32,8,0.781,765,16,4,215,0.98,0.9947984395318595,0.9795134443021767,0.9817351598173516,0.98,1.0
steps,laplace,32,10,0.78,777,3,6,214,0.991,0.9923371647509579,0.9961538461538462,0.9727272727272728,0.991,1.0
steps,laplace,32,12,0.749,742,7,11,240,0.982,0.9853917662682603,0.9906542056074766,0.9561752988047809,0.982,1.0
steps,laplace,32,14,0.777,763,14,7,216,0.979,0.990909090909091,0.9819819819819819,0.968609865470852,0.979,1.0
steps,laplace,32,16,0.778,769,9,11,211,0.98,0.985897435897436,0.9884318766066839,0.9504504504504504,0.98,1.0
steps,laplace,32,18,0.768,758,10,13,219,0.977,0.9831387808041504,0.9869791666666666,0.9439655172413793,0.977,1.0
steps,laplace,32,20,0.768,759,9,9,223,0.982,0.98828125,0.98828125,0.9612068965517241,0.982,1.0
steps,laplace,32,22,0.774,765,9,7,219,0.984,0.9909326424870466,0.9883720930232558,0.9690265486725663,0.984,1.0
steps,laplace,32,24,0.774,764,10,11,215,0.979,0.9858064516129033,0.9870801033591732,0.9513274336283186,0.979,1.0
steps,laplace,32,26,0.766,753,13,4,230,0.983,0.9947159841479525,0.9830287206266318,0.9829059829059829,0.983,1.0
steps,laplace,32,28,0.776,762,14,8,216,0.978,0.9896103896103896,0.9819587628865979,0.9642857142857143,0.978,1.0
steps,laplace,32,30,0.789,774,15,5,206,0.98,0.993581514762516,0.9809885931558935,0.976303317535545,0.98,1.0
steps,laplace,32,32,0.778,765,13,8,214,0.979,0.9896507115135834,0.9832904884318766,0.963963963963964,0.979,1.0
steps,laplace,32,34,0.761,755,6,8,231,0.986,0.9895150720838795,0.9921156373193167,0.9665271966527197,0.986,1.0
steps,laplace,32,36,0.761,754,7,7,232,0.986,0.9908015768725361,0.9908015768725361,0.9707112970711297,0.986,1.0
steps,laplace,32,38,0.753,747,6,14,233,0.98,0.9816031537450722,0.9920318725099602,0.9433198380566802,0.98,1.0
steps,laplace,32,40,0.761,754,7,8,231,0.985,0.989501312335958,0.9908015768725361,0.9665271966527197,0.985,1.0
steps,laplace,32,42,0.748,737,11,5,247,0.984,0.9932614555256065,0.9852941176470589,0.9801587301587301,0.984,1.0
steps,laplace,32,44,0.748,737,11,9,243,0.98,0.9879356568364611,0.9852941176470589,0.9642857142857143,0.98,1.0
steps,laplace,32,46,0.722,709,13,5,273,0.982,0.9929971988795518,0.981994459833795,0.9820143884892086,0.982,1.0
steps,laplace,32,48,0.779,766,13,5,216,0.982,0.993514915693904,0.9833119383825417,0.9773755656108597,0.982,1.0
steps,laplace,32,50,0.739,726,13,6,255,0.981,0.9918032786885246,0.9824086603518268,0.9770114942528736,0.981,1.0
steps,laplace,32,52,0.733,725,8,6,261,0.986,0.9917920656634747,0.9890859481582538,0.9775280898876404,0.986,1.0
steps,laplace,32,54,0.748,735,13,6,246,0.981,0.9919028340080972,0.982620320855615,0.9761904761904762,0.981,1.0
steps,laplace,32,56,0.742,731,11,12,246,0.977,0.9838492597577388,0.9851752021563343,0.9534883720930233,0.977,1.0
steps,laplace,32,58,0.745,735,10,5,250,0.985,0.9932432432432432,0.9865771812080537,0.9803921568627451,0.985,1.0
steps,laplace,32,60,0.714,705,9,5,281,0.986,0.9929577464788732,0.9873949579831933,0.9825174825174825,0.986,1.0
steps,laplace,32,62,0.712,704,8,5,283,0.987,0.9929478138222849,0.9887640449438202,0.9826388888888888,0.987,1.0
steps,laplace,32,64,0.73,720,10,9,261,0.981,0.9876543209876543,0.9863013698630136,0.9666666666666667,0.981,1.0
steps,laplace,32,66,0.72,712,8,5,275,0.987,0.99302649930265,0.9888888888888889,0.9821428571428571,0.987,1.0
steps,laplace,32,68,0.705,696,9,5,290,0.986,0.992867332382311,0.9872340425531915,0.9830508474576272,0.986,1.0
steps,laplace,32,70,0.717,706,11,5,278,0.984,0.9929676511954993,0.9846582984658299,0.9823321554770318,0.984,1.0
steps,laplace,64,2,0.721,712,9,5,274,0.986,0.99302649930265,0.9875173370319001,0.982078853046595,0.986,1.0
steps,laplace,64,4,0.761,759,2,4,235,0.994,0.9947575360419397,0.9973718791064389,0.9832635983263598,0.994,1.0
steps,laplace,64,6,0.779,778,1,3,218,0.996,0.9961587708066582,0.9987163029525032,0.9864253393665159,0.996,1.0
steps,laplace,64,8,0.781,774,7,4,215,0.989,0.9948586118251928,0.9910371318822023,0.9817351598173516,0.989,1.0
steps,laplace,64,10,0.787,785,2,4,209,0.994,0.9949302915082383,0.9974587039390089,0.9812206572769953,0.994,1.0
steps,laplace,64,12,0.77,768,2,7,223,0.991,0.9909677419354839,0.9974025974025974,0.9695652173913043,0.991,1.0
steps,laplace,64,14,0.793,791,2,4,203,0.994,0.9949685534591195,0.9974779319041615,0.9806763285024155,0.994,1.0
steps,laplace,64,16,0.775,769,6,5,220,0.989,0.9935400516795866,0.9922580645161291,0.9777777777777777,0.989,1.0
steps,laplace,64,18,0.76,757,3,5,235,0.992,0.9934383202099738,0.9960526315789474,0.9791666666666666,0.992,1.0
steps,laplace,64,20,0.761,758,3,5,234,0.992,0.9934469200524246,0.9960578186596584,0.9790794979079498,0.992,1.0
steps,laplace,64,22,0.767,763,4,3,230,0.993,0.9960835509138382,0.9947848761408083,0.9871244635193133,0.993,1.0
steps,laplace,64,24,0.785,781,4,3,212,0.993,0.9961734693877551,0.9949044585987261,0.986046511627907,0.993,1.0
steps,laplace,64,26,0.754,748,6,4,242,0.99,0.9946808510638298,0.9920424403183024,0.983739837398374,0.99,1.0
steps,laplace,64,28,0.752,747,5,4,244,0.991,0.9946737683089214,0.9933510638297872,0.9838709677419355,0.991,1.0
steps,laplace,64,30,0.755,751,4,6,239,0.99,0.9920739762219286,0.9947019867549669,0.9755102040816327,0.99,1.0
steps,laplace,64,32,0.764,760,4,2,234,0.994,0.9973753280839895,0.9947643979057592,0.9915254237288136,0.994,1.0
steps,laplace,64,34,0.758,755,3,5,237,0.992,0.993421052631579,0.996042216358839,0.9793388429752066,0.992,1.0
steps,laplace,64,36,0.764,759,5,1,235,0.994,0.9986842105263158,0.993455497382199,0.9957627118644068,0.994,1.0
steps,laplace,64,38,0.774,768,6,6,220,0.988,0.9922480620155039,0.9922480620155039,0.9734513274336283,0.988,1.0
steps,laplace,64,40,0.752,742,10,5,243,0.985,0.9933065595716198,0.9867021276595744,0.9798387096774194,0.985,1.0
steps,laplace,64,42,0.764,757,7,0,236,0.993,1.0,0.9908376963350786,1.0,0.993,1.0
steps,laplace,64,44,0.72,714,6,3,277,0.991,0.99581589958159,0.9916666666666667,0.9892857142857143,0.991,1.0
steps,laplace,64,46,0.762,757,5,2,236,0.993,0.997364953886693,0.9934383202099738,0.9915966386554622,0.993,1.0
steps,laplace,64,48,0.738,733,5,6,256,0.989,0.9918809201623816,0.9932249322493225,0.9770992366412213,0.989,1.0
steps,laplace,64,50,0.754,751,3,6,240,0.991,0.9920739762219286,0.9960212201591512,0.975609756097561,0.991,1.0
steps,laplace,64,52,0.725,721,4,4,271,0.992,0.9944827586206897,0.9944827586206897,0.9854545454545455,0.992,1.0
steps,laplace,64,54,0.735,733,2,2,263,0.996,0.9972789115646259,0.9972789115646259,0.9924528301886792,0.996,1.0
steps,laplace,64,56,0.749,745,4,3,248,0.993,0.9959893048128342,0.9946595460614153,0.9880478087649402,0.993,1.0
