mechanism,eps,n_users,max_recall
laplace,inf,17,1.0
laplace,inf,18,1.0
laplace,inf,19,1.0
laplace,inf,20,1.0
laplace,inf,21,1.0
laplace,inf,22,1.0
laplace,inf,23,1.0
laplace,inf,24,1.0
laplace,inf,25,1.0
laplace,inf,26,1.0
laplace,inf,27,1.0
laplace,inf,28,1.0
laplace,inf,29,1.0
laplace,inf,30,1.0
laplace,inf,31,1.0
laplace,inf,32,1.0
laplace,inf,33,1.0
laplace,inf,34,1.0
laplace,inf,35,1.0
laplace,inf,36,1.0
laplace,inf,37,1.0
laplace,inf,38,1.0
laplace,inf,39,1.0
laplace,inf,40,1.0
laplace,inf,41,1.0
laplace,inf,42,1.0
laplace,inf,43,1.0
laplace,inf,44,1.0
laplace,inf,45,1.0
laplace,inf,46,1.0
laplace,inf,47,1.0
laplace,inf,48,1.0
laplace,inf,49,1.0
laplace,inf,50,1.0
laplace,inf,51,1.0
laplace,inf,52,1.0
laplace,inf,53,1.0
laplace,inf,54,1.0
laplace,inf,55,1.0
laplace,inf,56,1.0
laplace,inf,57,1.0
laplace,inf,58,1.0
laplace,inf,59,1.0
laplace,inf,60,1.0
laplace,inf,61,1.0
laplace,inf,62,1.0
laplace,inf,63,1.0
laplace,inf,64,1.0
laplace,inf,65,1.0
laplace,inf,66,1.0
laplace,inf,67,1.0
laplace,inf,68,1.0
laplace,inf,69,1.0
laplace,inf,70,1.0
laplace,inf,71,1.0
piecewise_sub,1.0,1,1.0
piecewise_sub,1.0,2,0.6486486486486487
piecewise_sub,1.0,3,0.42792792792792794
piecewise_sub,1.0,4,0.33163265306122447
piecewise_sub,1.0,5,0.26373626373626374
piecewise_sub,1.0,6,0.22465753424657534
piecewise_sub,1.0,7,0.20915032679738563
piecewise_sub,1.0,8,0.17758985200845667
piecewise_sub,1.0,9,0.1527777777777778
piecewise_sub,1.0,10,0.1553398058252427
piecewise_sub,1.0,11,0.12658227848101267
piecewise_sub,1.0,12,0.12046783625730995
piecewise_sub,1.0,13,0.11023622047244094
piecewise_sub,1.0,14,0.09727272727272727
piecewise_sub,1.0,15,0.09875141884222474
piecewise_sub,1.0,16,0.08419689119170984
piecewise_sub,1.0,17,0.08195364238410596
piecewise_sub,1.0,18,0.07332293291731669
piecewise_sub,1.0,19,0.07211231652839821
piecewise_sub,1.0,20,0.06929347826086957
piecewise_sub,1.0,21,0.06765578635014836
piecewise_sub,1.0,22,0.0637065637065637
piecewise_sub,1.0,23,0.05909943714821764
piecewise_sub,1.0,24,0.05395095367847411
piecewise_sub,1.0,25,0.06043676993397664
piecewise_sub,1.0,26,0.05017452006980803
piecewise_sub,1.0,27,0.05054151624548736
piecewise_sub,1.0,28,0.04657994125052455
piecewise_sub,1.0,29,0.04661182922052487
piecewise_sub,1.0,30,0.04370282081843464
piecewise_sub,1.0,31,0.04440497335701599
piecewise_sub,1.0,32,0.042538354253835425
piecewise_sub,1.0,33,0.041846562603786115
piecewise_sub,1.0,34,0.03948180135718692
piecewise_sub,1.0,35,0.03888888888888889
piecewise_sub,1.0,36,0.03984962406015038
piecewise_sub,1.0,37,0.03803863298662704
piecewise_sub,1.0,38,0.038179916317991634
piecewise_sub,1.0,39,0.03523213697728021
piecewise_sub,1.0,40,0.03474484256243214
piecewise_sub,1.0,41,0.03397773872290568
piecewise_sub,1.0,42,0.03479471120389701
piecewise_sub,1.0,43,0.031026785714285715
piecewise_sub,1.0,44,0.03220892274211099
piecewise_sub,1.0,45,0.03272727272727273
piecewise_sub,1.0,46,0.03180212014134275
piecewise_sub,1.0,47,0.02975311247098544
piecewise_sub,1.0,48,0.02850412249705536
piecewise_sub,1.0,49,0.027231825716315414
piecewise_sub,1.0,50,0.027453671928620454
piecewise_sub,1.0,51,0.025429399955387018
piecewise_sub,1.0,52,0.02611868638371423
piecewise_sub,1.0,53,0.028196297890658632
piecewise_sub,1.0,54,0.025742988698200082
piecewise_sub,1.0,55,0.024179943767572633
piecewise_sub,1.0,56,0.024796380090497738
piecewise_sub,1.0,57,0.024127108670066694
piecewise_sub,1.0,58,0.0240918501788067
piecewise_sub,1.0,59,0.023451485857500894
piecewise_sub,1.0,60,0.0232421875
piecewise_sub,1.0,61,0.022002610479209397
piecewise_sub,1.0,62,0.023286633850814087
piecewise_sub,1.0,63,0.02365257851880574
piecewise_sub,1.0,64,0.020932277924362357
piecewise_sub,1.0,65,0.020985401459854013
piecewise_sub,1.0,66,0.020392458637937667
piecewise_sub,1.0,67,0.020111900801451685
piecewise_sub,1.0,68,0.019262161279791055
piecewise_sub,1.0,69,0.01970519782777347
piecewise_sub,1.0,70,0.019679633867276888
piecewise_sub,1.0,71,0.018261394506489587
piecewise_sub,2.0,1,1.0
piecewise_sub,2.0,2,0.7121212121212122
piecewise_sub,2.0,3,0.6
piecewise_sub,2.0,4,0.3968253968253968
piecewise_sub,2.0,5,0.35051546391752575
piecewise_sub,2.0,6,0.27932960893854747
piecewise_sub,2.0,7,0.23255813953488372
piecewise_sub,2.0,8,0.20534629404617255
piecewise_sub,2.0,9,0.1838006230529595
piecewise_sub,2.0,10,0.15855354659248957
piecewise_sub,2.0,11,0.14774281805745554
piecewise_sub,2.0,12,0.14274981217129978
piecewise_sub,2.0,13,0.12430632630410655
piecewise_sub,2.0,14,0.12038523274478331
piecewise_sub,2.0,15,0.11056511056511056
piecewise_sub,2.0,16,0.1037463976945245
piecewise_sub,2.0,17,0.09392655367231638
piecewise_sub,2.0,18,0.09022556390977443
piecewise_sub,2.0,19,0.08185279187817258
piecewise_sub,2.0,20,0.07792207792207792
piecewise_sub,2.0,21,0.08085912823752368
piecewise_sub,2.0,22,0.07672955974842767
piecewise_sub,2.0,23,0.07047925896093435
piecewise_sub,2.0,24,0.06838328408611229
piecewise_sub,2.0,25,0.06913827655310621
piecewise_sub,2.0,26,0.0609516319307904
piecewise_sub,2.0,27,0.06066176470588235
piecewise_sub,2.0,28,0.05685986793837124
piecewise_sub,2.0,29,0.05931242916509256
piecewise_sub,2.0,30,0.056672760511883
piecewise_sub,2.0,31,0.05295566502463054
piecewise_sub,2.0,32,0.05108733172247152
piecewise_sub,2.0,33,0.053225237927388085
piecewise_sub,2.0,34,0.04612427930813581
piecewise_sub,2.0,35,0.04692260816575259
piecewise_sub,2.0,36,0.044969265609835
piecewise_sub,2.0,37,0.04819642315853289
piecewise_sub,2.0,38,0.04150294695481336
piecewise_sub,2.0,39,0.04050235478806907
piecewise_sub,2.0,40,0.04021937842778794
piecewise_sub,2.0,41,0.039989406779661014
piecewise_sub,2.0,42,0.03898635477582846
piecewise_sub,2.0,43,0.03724928366762178
piecewise_sub,2.0,44,0.03645116918844567
piecewise_sub,2.0,45,0.03551401869158879
piecewise_sub,2.0,46,0.03654724693435922
piecewise_sub,2.0,47,0.03387877391103941
piecewise_sub,2.0,48,0.032066508313539195
piecewise_sub,2.0,49,0.033216374269005845
piecewise_sub,2.0,50,0.03361344537815126
piecewise_sub,2.0,51,0.031090289608177172
piecewise_sub,2.0,52,0.029917121487770367
piecewise_sub,2.0,53,0.031141868512110725
piecewise_sub,2.0,54,0.02822414503502266
piecewise_sub,2.0,55,0.028747433264887063
piecewise_sub,2.0,56,0.02892249527410208
piecewise_sub,2.0,57,0.02838511699271193
piecewise_sub,2.0,58,0.028708133971291867
piecewise_sub,2.0,59,0.0259588008708759
piecewise_sub,2.0,60,0.026018099547511313
piecewise_sub,2.0,61,0.02454102660172349
piecewise_sub,2.0,62,0.02762334954829743
piecewise_sub,2.0,63,0.024774774774774775
piecewise_sub,2.0,64,0.02559192200557103
piecewise_sub,2.0,65,0.024110605294216828
piecewise_sub,2.0,66,0.024486980513881703
piecewise_sub,2.0,67,0.02336202353767785
piecewise_sub,2.0,68,0.024570419142444195
piecewise_sub,2.0,69,0.023195084485407066
piecewise_sub,2.0,70,0.022773044151820295
piecewise_sub,2.0,71,0.02153514843870174
piecewise_sub,4.0,1,1.0
piecewise_sub,4.0,2,0.828125
piecewise_sub,4.0,3,0.7352941176470589
piecewise_sub,4.0,4,0.5137254901960784
piecewise_sub,4.0,5,0.5847953216374269
piecewise_sub,4.0,6,0.4380952380952381
piecewise_sub,4.0,7,0.40274599542334094
piecewise_sub,4.0,8,0.3230769230769231
piecewise_sub,4.0,9,0.27116402116402116
piecewise_sub,4.0,10,0.24733268671193018
piecewise_sub,4.0,11,0.2674033149171271
piecewise_sub,4.0,12,0.23853211009174313
piecewise_sub,4.0,13,0.22895622895622897
piecewise_sub,4.0,14,0.1963963963963964
piecewise_sub,4.0,15,0.17578947368421052
piecewise_sub,4.0,16,0.18953252032520326
piecewise_sub,4.0,17,0.17866909753874202
